In Di Vagonen (Heb),7347,אין די װאַגאָנען (עבֿרית),
In Spite (Heb),7428,למדות רצונכם,
Instead Of An Opening Song (Heb),7466,בּמקום שיר פתיחה (עבֿרית),אם תהיתם בּלבּכם מדוע --
Invey (Heb),7476,אנבי,
Ish Khasid Haya (Heb),7512,איש חסיד היה,"איש חסיד היה, בּלי מזוֹן וּמחיה, בביתו עוסק מלבוש ואין בגד..."
Ish Khasid Haya (Heb),7511,איש חסיד היה,"איש חסיד היה, בּלי מזוֹן וּבלי מחיה, הוּא יצא להכשׁרה..."
Ish Khosid (Heb),7513,איש חסיד,
Israel (Heb),7519,ישׂראל (יבֿרית),
It Is Burning,18562,זה בּוער,
Iti Milevanon,28602,"א
א

   אתּי מלבנון",
Iti Milevanon,7559,"א
א

   אתּי מלבנון",
Iti Milevanon,7558,"א
א

   אתּי מלבנון",
Iti Milevanon,7557,"א
א

   אתּי מלבנון",
Iti Milevanon,7556,"א
א

   אתּי מלבנון",
Iti Milevanon,7555,"א
א

   אתּי מלבנון",
Itsik Shpitsik (Hirsh),7566,איציק שפּיציק  (הירש),
Ivdu Et Hashem Besimkha (Heb),7591,עבדוּ את-יהיה בּשׂמחה,עבדוּ את-יהיה בּשׂמחה בּאוּ לפניו בּרננה:
Ivdu Et Hashem Besimkha (Heb),7589,עבדוּ את-יהיה בּשׂמחה,עבדוּ את-יהיה בּשׂמחה בּאוּ לפניו בּרננה:
Ivdu Et Hashem Besimkha (Heb),7590,עבדוּ את-יהיה בּשׂמחה,עבדוּ את-יהיה בּשׂמחה בּאוּ לפניו בּרננה:
Jenny (Heb),7608,ז'ני (עבֿרית),
Jeremiah (Heb),7609,ירמיהו (עבֿרית),
Jerusalem My Magic City (Heb),7627,ירושלים עידי הקסןמה (עבֿרית),
Just Another Soldier (Heb),7695,חייל אופר,"אני חייל אפור, אני ממשיך לחפור, תּבוא עוד מלחמה, אני בּאדמה"
Just Imagine (Heb),19092,מה היה אילו (עבֿרית),
K'vakoras (Heb),7705,כּבקרת,
K'vakoras (Heb),7706,כּבקרת,
Kabeyl Rinat Amkha (Heb),24477,קבּל רנת עמך (עבֿרית),
Kabeyl Rinat Amkho (Heb),7709,קבּל רנת עמך (עבֿרית),"קבּל רנת עמך,"
Kad Katan (Heb),27288,כּד קטן (עבֿרית),"מעוֹז צוּר ישוּעתי, לך נאה לשׂבּה, תּכּוֹן בּית תּפלתי, ושם תּוֹדה נזבּח."
Kadish (Ravel),25441,קדיש,יתגדל ויתקדש שמה רבּא. בּעלמא די ברא כרעוּתה.
Kadish Veyekhats (Heb),7751,קדש וחץ (עבֿרית),
"Kadish, Musaf (Heb)",7752,קדיש,יתגדל ויתקדש שמה רבּא. בּעלמא די ברה כרעוּתה. וימליך מלכוּתה...
Kadsheynu (Heb),20457,קדשנו,קדשנוּ בּמצוֹתיך ותן חלקנוּ בּתורתך. שׂבּענו מטוּבך ושׂמחנוּ בּישוּעתך
Kadsheynu (Heb),7759,קדשנו,קדשנוּ בּמצוֹתיך ותן חלקנוּ בּתורתך. שׂבּענו מטוּבך ושׂמחנוּ בּישוּעתך
Kadsheynu (Heb),24987,קדשנו,קדשנוּ בּמצוֹתיך ותן חלקנוּ בּתורתך. שׂבּענו מטוּבך ושׂמחנוּ בּישוּעתך
Kadsheynu (Heb),7758,קדשנו,קדשנוּ בּמצוֹתיך ותן חלקנוּ בּתורתך. שׂבּענו מטוּבך ושׂמחנוּ בּישוּעתך
Kadsheynu (Heb),7760,קדשנו,קדשנוּ בּמצוֹתיך ותן חלקנוּ בּתורתך. שׂבּענו מטוּבך ושׂמחנוּ בּישוּעתך
Kadsheynu (Heb),7756,קדשנו,קדשנוּ בּמצוֹתיך ותן חלקנוּ בּתורתך. שׂבּענו מטוּבך ושׂמחנוּ בּישוּעתך
Kadsheynu (Heb),23074,קדשנו,קדשנוּ בּמצוֹתיך ותן חלקנוּ בּתורתך. שׂבּענו מטוּבך ושׂמחנוּ בּישוּעתך
Kadsheynu (Heb),7755,קדשנו,
Kadsheynu (Heb),7757,קדשנו,"קדשנוּ בּמצותיך ותן הלקנוּ בּתוֹרתך: שׂבּענוּ מטובך,"
Kadsheynu Bemitsvotekha (Heb),7761,קדשנו בּמצותיך (עבֿרית),
Kakh At Libi (Heb),7768,קח את לבי,"קח את לבי הוא לא נחוץ לי נותר, אחרי שבי בגדת עליו אוותר..."
Kakh Holkhim Hashtolim (Heb),23029,כּך הוֹלכים השׁוֹתלים (עבֿרית),"כּך הוֹלכים השׁוֹתלים, רן בּלב ואת בּיד, מן העיר וּמן הכּפר,"
Kakha (Heb),7770,ככה,
Kakha (Heb),7769,ככה,
Kakhol Yam Hamayim (Heb),7777,כּחול ים המים (עבֿרית),"כּחל ים המים, נאוה ירוּשׁלים. אוֹרים השׁמים, על נגב וגליל."
Kakhol Yam Hamayim (Heb),20310,כּחול ים המים (עבֿרית),
Kakhol Yam Hamayim (Heb),7778,כּחול ים המים (עבֿרית),"כּחל ים המים, נאוה ירוּשׁלים. אוֹרים השׁמים, על נגב וגליל."
Kama Elohay Tovat Gemaltani (Heb),22291,כּמה אלהי טובות גמלתי (עבֿרית),כּמה אלהי טובות גמלתני. שׁאל לבבי את כדלתף. גם מחוֹשׁבי דברי...
Kan Tsipor (Heb),7815,קן לצפּר (עבֿרית),"קן לצפּר בּין העצים, וּבקן לה שׁלשׁ בּיצים."
Kartofl-Zup Mit Shvamen (Heb),21053,קאַרטאָפֿל זופּ מיט שװאַמען (עבֿרית),"מא יש היום לארוחה! כך דן את אמא, נא לי קצת גפילטע פיש,"
Katarina Hakodosha (Heb),7837,קטרינה הקודושה,קטרינה הקודושה היה היתה בת מלך. ופעם בתפילתי שאל אותה אביה.
Katsipor Khafshit (Heb),7845,כציפור חפשית,"כציפור חפשית ביער לא ידע ליבי כל צער, מא טוב ומה ניעם היה..."
Kayts Ekhad Shel Kusher (Heb),7863,בּשעות הקטנות של הלילה (עבֿרית),
Kayzervald Lager (Heb),25571,מתנה קייזרוולד (קײַזערװאַלד לאַגער),
Kebakarat Ro'eh Edro (Heb),7873,כּבּקרת רועה עדרן,
Kefel (Heb),7886,כּפל,
Kemekh Min Hasak (Heb),18304,קמח מן השׂק (עבֿרית),"קמח, קמח מן השׂק, שׁמן, שׁמן מן הכּד, חנכּה היוֹם."
Kemo Ahava Reshona (Heb),19541,כּמו אהבה ראשונה (עבֿרית),
Kemofeys Hoyisis Lerabim (Heb),7892,כּמוֹפת הייתי לרבּים (תהלים עא),"כּמוֹפת הייתי לרבֿים ואתּה מחסי-עו,"
Kenig Akhashveyresh (Heb),7899,קעניג אחשורוש (עבֿריתּ),
Keren Ya'ar (Heb),20243,קרן יער (עבֿרית),"לו היתה לי קרן-יער, קרן-יער שלי, אז היתי בטח מריע לך..."
Kesem Al Yam Kineret (Heb),7902,קסם על ים כּנרת (עבֿרית),קסם על ים כּנרת בּשמי חתּכלת ירח שט.
Keshinever Shtikele,7924,קעשינעװער שטיקעלע,
Keshoshana Beyn Hakhokhim (Heb),7929,כּשוֹשמה בּין החוֹחים,"כּשוֹשנה בּין החוֹחים כּן רעיתי בּין הבּנוֹת. כּתפּוּח בּעצי היער,"
Keshoshana Beyn Hakhokhim (Heb),7931,כּשוֹשמה בּין החוֹחים,"כּשוֹשנה בּין החוֹחים כּן רעיתי בּין הבּנוֹת. כּתפּוּח בּעצי היער,"
Keshoshana Beyn Hakhokhim (Heb),7930,כּשוֹשמה בּין החוֹחים,"כּשוֹשנה בּין החוֹחים כּן רעיתי בּין הבּנוֹת. כּתפּוּח בּעצי היער,"
Ketsele Shtil (Heb),7933,קעצעלע שטיל (עבֿרית),
Kevodo (Heb),7935,כּבוֹדוֹ (עבֿרית),"כּאידוֹ מלא עוֹלם, משרתיו שוֹאלים זה לזה איה מקוֹם כּבוֹדוֹ"
Keyl Odon (Heb),7939,א-ל אדון,
Keyl Odon (Heb),7942,א-ל אדון,"קל אדוּן על כּל המעשים, בּרוּך וּמבוֹרך בּפי כּל הנשמה,"
Keyl Odon (Heb),20703,א-ל אדון,"קל אדוּן על כּל המעשים, בּרוּך וּמבוֹרך בּפי כּל הנשמה,"
Keyl Odon (Heb),7940,א-ל אדון,"קל אדוּן על כּל השעמים, גדלוֹ וטובוֹ מלא עוֹלם,"
Keyl Odon (Heb),7938,א-ל אדון,
Keyl Odon (Heb),7941,א-ל אדון,"קל אדוּן על כּל המעשים, בּרוּך וּמבוֹרך בּפי כּל הנשמה,"
Keyn Un Havl (Heb),7949,קין און הבל (העברעיִש),
Keyn Yivorekh (Heb),7951,כּן יברך (עברית),כּן יברך אותנו כּלנו יחד בבּרכה שלמה ונאמר אמן.
Kh'vil Nisht Aza Khusn (Heb),21062,"כ'װיל נישט אַזאַ חתן (עבֿרית, מעדלי)","השדכן תהיא לי נער, ממש ילד חמד, ממש ילד חמד, אך בשם שלו..."
Khad Gadyo (Heb),20489,חד גדיא,"חד גדיא, חד גדיא, דזבּין אבּא בּתרי זוּזי, חד גדיא, חד גדיא,"
Khad Gadyo (Heb),8002,חד גדיא,"חד גדיא, חד גדיא, דזבּין אבּא בּתרי זוּזי, חד גדיא, חד גדיא,"
Khad Gadyo (Heb),30688,חד גדיא,
Khad Gadyo (Heb),23034,חד גדיא,מה נשתּנה הלילה הזה מכּל הלילוֹת?
Khad Gadyo (Heb),8003,חד גדיא,"חד גדיא, חד גדיא, דזבּין אבּא בּתרי זוּזי, חד גדיא, חד גדיא,"
Khad Gadyo (Heb),8001,חד גדיא,"חד גדיא, חד גדיא, דזבּין אבּא בּתרי זוּזי, חד גדיא, חד גדיא,"
Khad Gadyo (Heb),7999,חד גדיא,"חד גדיא, חד גדיא, דזבּין אבּא בּתרי זוּזי, חד גדיא, חד גדיא,"
Khad Gadyo (Heb),7998,חד גדיא,"חד גדיא, חד גדיא, דזבּין אבּא בּתרי זוּזי, חד גדיא, חד גדיא,"
Khad Gadyo (Heb),8004,חד גדיא,"חד גדיא, חד גדיא, דזבּין אבּא בּתרי זוּזי, חד גדיא, חד גדיא,"
Khad Gadyo (Heb),8000,חד גדיא,"דזבּין אבּא בּתרי זוּזי, חד גדיא,"
Khag Ha'or (Heb),8013,חג האור,
Khag Leroa (Heb),21005,חג לרוֹעה,
Khag Leroa (Heb),8014,חג לרוֹעה,
Khag Shvuot Taase Lekha (Heb),23041,חג שבועת תעשׂה לך (עבֿרית),
Khalutsim Lid (Heb),8035,חלוצים ליד (עבֿרית),
Khamesh Shanim (Heb),8037,חמש שנים,"חמש שנים על מיכאל עברוּ בּרקוּדים. בּטל ישב מעבוֹדה, חפֿשי מלמוּדים"
Khamol Al Ma'asekho (Heb),8038,חמוֹל על מעשׂיך,"חמוֹל על מעשׂיך ותשׂמח בּמעשׂיך, ויאמרוּ לך חוֹסיך,"
Khamsinim Bamishlat (Heb),8040,חמסימים בּצשלט (עבֿרית),
Khamsinim Bamishlat (Heb),8039,חמסימים בּצשלט (עבֿרית),
Khamutal (Heb),8041,חמוּטל (עבֿרית),מה אוֹכלה חמוּטל? -- פּרי הגן מלא הסל. מה שׁותה חמוּטל? --
Khanike (Heb),8055,חנוכּה (עבֿריתּ),"חנכּה, חנכּה, חג יפה כּל כּך, אוֹר חביב, מסביב, גיל לילד רך."
Khanike (Heb),22221,חנוכּה (עבֿריתּ),"חנכּה, חנכּה, חג יפה כּל כּך, אוֹר חביב, מסביב, גיל לילד רך."
Khanike (Heb),8056,חנוכּה (עבֿריתּ),"חנכּה, חנכּה, חג יפה כּל כּך, אוֹר חביב, מסביב, גיל לילד רך."
Khanike (Heb),8054,חנוכּה (עבֿריתּ),"חנכּה, חנכּה, חג יפה כּל כּך, אוֹר חביב, מסביב, גיל לילד רך."
Khanike Brukhes,8071,חנוכּה בּרכות,
Khanike Brukhes,8065,חנוכּה בּרכות,
Khanike Brukhes,8067,חנוכּה בּרכות,
Khanike Brukhes,8064,חנוכּה בּרכות,
Khanike Brukhes,8068,חנוכּה בּרכות,
Khanike Brukhes,8069,חנוכּה בּרכות,
Khanike Brukhes,8070,חנוכּה בּרכות,
Khanike Brukhes,27283,חנוכּה בּרכות,
Khanike Brukhes,8063,חנוכּה בּרכות,
Khanike Brukhes,8062,חנוכּה בּרכות,
Khanike Brukhes,8061,חנוכּה בּרכות,
Khanike Brukhes,23023,חנוכּה בּרכות,
Khanike Oy Khanike,23026,חנוכּה אױ חנוכּה,
Khanike Oy Khanike,8087,חנוכּה אױ חנוכּה,
Khanukeya Yefefeya (Heb),8094,חנכּיה יפהפיה,
Khasake (Heb),8096,חסקה (יבֿרית),"הים יפה הבּקר, הים הוּא די שׁקט, אז בּוֹאי נא, ילדמת,"
Khasal Sidur Peysekh (Heb),30684,חסל סידור פּסח,
Khasal Sidur Peysekh (Heb),8097,חסל סידור פּסח,
Khasal Sidur Peysekh (Heb),8098,חסל סידור פּסח,
Khasal Sidur Peysekh (Heb),8099,חסל סידור פּסח,"חסל סדוּר פּסח בּהלבתוֹ בּכל משׁפּטוֹ וחקתוֹ, בּאשר זכינוּ לסדר אוֹתוֹ,"
Khasdey Hashem (Heb),8102,חסדי השם (עבֿרית),חסדי השם כּי לוא תמנו כּי לא כּלו רחמיו.
Khasdey Hashem (Heb),8100,חסדי השם (עבֿרית),חסדי השם כּי לוא תמנו כּי לא כּלו רחמיו.
Khasdey Hashem (Heb),8101,חסדי השם (עבֿרית),חסדי השם כּי לוא תמנו כּי לא כּלו רחמיו.
Khasidic Medley (Heb),8154,חסידישע מעדלי (עבֿרית),
Khava Brengt Adomen Dos Epl,8212,חוה ברענגט אָדמען דעם עפּל,
Khava Un Der Eplboym,8214,חוה און דער עפּלבױם,
Khay Hashem (Heb),8223,חי ה',"חי ה' וּברוך צוּרי בּה' תּתהלל נפשי, כּח ה' יאיר בּהלו נרוֹ עלי..."
Khay Hashem (Heb),8222,חי ה',"חי ה' וּברוך צוּרי בּה' תּתהלל נפשי, כּח ה' יאיר בּהלו נרוֹ עלי..."
Khayalim Almunim (Heb),8225,חילים אלמומים,חילים אלמונים הננן בּלי מצדים וסבירנו איעמץ ודלמות.
Khazak Khazak (Heb),8232,חזק חזק (עבֿרית),
Khazak Venitkhazeyk (Heb),8233,חזק ונתחזק (עבֿרית),חזק ונתחזק בּעד עמנוּ.
"Khishtron, That's Not Easy (Heb)",8252,חישטרון זה לא פשוט (עבֿרית),
Khlkey Adonay (Heb),8253,חלקי אדני (עבֿרית),עבדי זמן עבדי עבדים הם עבד אדני הוּא לבד חפשׁ
Khofim (Heb),20230,חוֹפים (עבֿרית),חןפים הם לפימים געגוּעים לנחל. ראיתי פּעם חוֹף שׁנחל עזבוֹ
Kholomi (Heb),8265,חלומי (עבֿרית),אלהי משׁכּנוֹתיך ירידוֹת וקרבתך בּמראה לא בחידוֹת
Khonenu (Heb),8268,חננוּ,"חננוּ ה. יננוּ, כּי רב שׂבענוּ בוּז."
Khonenu (Heb),8269,חננוּ,חננוּ ה' חננו כּי רב שׂבענו בּוז.
Khorshat Ha'ekaliptus (Heb),21620,הורשת האקליפּטוס,"כשאמא בּאה הנה יפה וצעירה אז אבּא על גבעה בּנת לה בּית,"
Khorshat Ha'ekaliptus (Heb),22534,הורשת האקליפּטוס,"כשאמא בּאה הנה יפה וצעירה אז אבּא על גבעה בּנת לה בּית,"
Khorshat Ha'ekaliptus (Heb),8272,הורשת האקליפּטוס,"כשאמא בּאה הנה יפה וצעירה אז אבּא על גבעה בּנת לה בּית,"
Khorshat Ha'ekaliptus (Heb),8273,הורשת האקליפּטוס,"כשאמא בּאה הנה יפה וצעירה אז אבּא על גבעה בּנת לה בּית,"
Khorshat Ha'ekaliptus (Heb),8274,הורשת האקליפּטוס,"כשאמא בּאה הנה יפה וצעירה אז אבּא על גבעה בּנת לה בּית,"
Khorshat Ha'ekaliptus (Heb),8275,הורשת האקליפּטוס,"כשאמא בּאה הנה יפה וצעירה אז אבּא על גבעה בּנת לה בּית,"
Khoze Lakh Brakh (Heb),8315,חוזה לך בּרך,
Khultsa Kekhula (Heb),8319,חוּלצא כּחלה (עבֿרית),חוּלצה כּחלא והיא עוֹלה בּלי שוּם ספק על כּל העדיים.
Khulu Mekhol Hahora (Heb),8320,חוּלוּ מחוֹל ההוֹרה (עבֿרית),"חוּלוּ מחל ההוֹרה חוּלוּ נא חבריא, התלכדו התלכו חליה בתוך חןליא,"
Khulu Mekhol Hahora (Heb),8321,חוּלוּ מחוֹל ההוֹרה (עבֿרית),"חוּלוּ מחל ההוֹרה חוּלוּ נא חבריא, התלכדו התלכו חליה בתוך חןליא,"
Khushu Akhim Khushu (Heb),8327,חושו אחים חושו (עבֿרית),
Ki Heym Khayeynu (Heb),8336,כּי הם חיינוּ,"כּי הם חיינוּ וארך ימינוּ, וּבהם נהגה יוֹמם ולילה,"
Ki Heym Khayeynu (Heb),8337,כּי הם חיינוּ,"כּי הם חיינוּ וארך ימינוּ, וּבהם נהגה יוֹמם ולילה,"
Ki Heym Khayeynu (Heb),8335,כּי הם חיינוּ,"כּי הם חיינוּ וארך ימינוּ, וּבהם נהגה יוֹמם ולילה,"
Ki Heym Khayeynu (Heb),8334,כּי הם חיינוּ,ונשׂמח בּדברי תלמוּד תּוֹרתך וּבמצוֹתיך לעוֹלם ועד.
Ki Hine Kakhomer (Heb),20197,כּי הנה כּחומר (עבֿרית),"כּי הנה כּחומר בּיד היוצר, בּרצותו מרחיב וברצותו מקצר,"
Ki Hine Kakhomer (Heb),8341,כּי הנה כּחומר (עבֿרית),"כּי הנה כּחומר בּיד היוצר, בּרצותו מרחיב וברצותו מקצר,"
Ki Lekakh Tov (Heb),8350,כּי לקח טוב,
Ki Lekakh Tov (Heb),8351,כּי לקח טוב,
Ki Lekho Tov (Heb),8352,כּח לך טוב,
Ki Lishuoskho (Heb),8354,כּי לישעתך (עבֿרית),
Ki Lo No'eh (Heb),25563,כּי לו נאה,
Ki Lo No'eh (Heb),30685,כּי לו נאה,
Ki Lo No'eh (Heb),8356,כּי לו נאה,
Ki Lo No'eh (Heb),8355,כּי לו נאה,
Ki Lo No'eh Medley (Heb),8360,"כּי לו נאה (מעדלי, עבֿרית)",
Ki Malakhav (Heb),8363,כּי מלאכיו,
Ki Mitsion (Amiran),8372,כּי מציוֹן (עמירן),כּי מציוֹן תּצא תוֹרה וּדבר-יהוֹה מירוּשלים.
Ki Mitsion (Amiran),28606,כּי מציוֹן (עמירן),כּי מציוֹן תּצא תוֹרה וּדבר-יהוֹה מירוּשלים.
Ki Mitsion (Amiran),20902,כּי מציוֹן (עמירן),כּי מציוֹן תּצא תוֹרה וּדבר-יהוֹה מירוּשלים.
Ki Mitsion (Amiran),8366,כּי מציוֹן (עמירן),כּי מציוֹן תּצא תוֹרה וּדבר-יהוֹה מירוּשלים.
Ki Mitsion (Amiran),8371,כּי מציוֹן (עמירן),כּי מציוֹן תּצא תוֹרה וּדבר-יהוֹה מירוּשלים.
Ki Mitsion (Amiran),8375,כּי מציוֹן (עמירן),כּי מציוֹן תּצא תוֹרה וּדבר-יהוֹה מירוּשלים.
Ki Mitsion (Amiran),8376,כּי מציוֹן (עמירן),כּי מציוֹן תּצא תוֹרה וּדבר-יהוֹה מירוּשלים.
Ki Mitsion (Amiran),8377,כּי מציוֹן (עמירן),כּי מציוֹן תּצא תוֹרה וּדבר-יהוֹה מירוּשלים.
Ki Mitsion (Amiran),8380,כּי מציוֹן (עמירן),כּי מציוֹן תּצא תוֹרה וּדבר-יהוֹה מירוּשלים.
Ki Mitsion (Amiran),8385,כּי מציוֹן (עמירן),כּי מציוֹן תּצא תוֹרה וּדבר-יהוֹה מירוּשלים.
Ki Mitsion (Amiran),8378,כּי מציוֹן (עמירן),כּי מציוֹן תּצא תוֹרה וּדבר-יהוֹה מירוּשלים.
Ki Mitsion (Amiran),8368,כּי מציוֹן (עמירן),כּי מציוֹן תּצא תוֹרה וּדבר-יהוֹה מירוּשלים.
Ki Ono Amekho (Heb),8388,כּי אנוּ עמך,"כּי אנוּ עמך, ואתּה אלקינוּ, אנוּ בניך, ואתּה אבינוּ."
Ki Ono Amekho (Heb),8389,כּי אנוּ עמך,"כּי אנוּ עמך, ואתּה אלהינוּ. אנוּ בניך, ואתּה אבינוּ."
Ki Ono Amekho (Heb),8390,כּי אנוּ עמך,"כּי אנוּ עמך, ואתּה אלקינוּ, אנוּ בניך, ואתּה אבינוּ."
Ki Ono Amekho (Heb),8391,כּי אנוּ עמך,"כּי אנוּ עמך, ואתּה אלקינוּ, אנוּ בניך, ואתּה אבינוּ."
Ki Tavo (Heb),8395,כּי תבוא,
Kibuy Orot (Heb),21541,כּיבּוי אורות (עבֿרית),"דרך רב הגדור אל המדבּר, על תהום שבילו פּסח וגם עבר..."
Kibuy Orot (Heb),20242,כּיבּוי אורות (עבֿרית),"דרך רב הגדור אל המדבּר, על תהום שבילו פּסח וגם עבר..."
Kidush (Heb),23846,קידוש,בּרוּך אתּה השם אלהינוּ מלך העוֹלם בּוֹרא פּרי הגפן
Kidush (Heb),8416,קידוש,בּרוּך אתּה יי אלהינוּ מלך העוֹלם בּוֹרא פּרי הגפן
Kidush (Heb),23903,קידוש,בּרוּך אתּה יי אלהינוּ מלך העוֹלם בּוֹרא פּרי הגפן
Kidush (Heb),8410,קידוש,בּרוּך אתּה יי אלהינוּ מלך העוֹלם בּוֹרא פּרי הגפן
Kidush (Heb),30669,קידוש,
Kidush (Heb),20769,קידוש,בּרוּך אתּה יי אלהינוּ מלך העוֹלם בּוֹרא פּרי הגפן
Kidush (Heb),8411,קידוש,
Kidush (Heb),8414,קידוש,בּרוּך אתּה השם אלהינוּ מלך העוֹלם בּוֹרא פּרי הגפן
Kidush (Heb),8415,קידוש,
Kidush (Heb),8413,קידוש,בּרוּך אתּה השם אלהינוּ מלך העוֹלם בּוֹרא פּרי הגפן
Kidush (Heb),8412,קידוש,בּרוּך אתּה יי אלהינוּ מלך העוֹלם בּוֹרא פּרי הגפן
Kidush (Heb),23055,קידוש,בּרוּך אתּה יי אלהינוּ מלך העוֹלם בּוֹרא פּרי הגפן
Kinder Yorn (Gebirtig),8470,קינדער יאָרן (געבירטיג),"שׁנות ילדוּתּ, יפוֹת שׁנוֹת ילדוּתנוּ יחרתוּ לאד בּלבּוֹתינוּ"
Kinder Yorn (Gebirtig),8471,קינדער יאָרן (געבירטיג),
Kinder Yorn (Gebirtig),21057,קינדער יאָרן (געבירטיג),שׂנות ילדות המתוקות מיין בלבי עמוק אתכן טמנתי כשאני בכן...
Kineret (Hameiri),8480,כּנרת (המאירי ),תּכלת שמים מוֹשכת בּרוֹם וסוֹד אין-החקר מוֹשך אלי תּהוֹם.
Kineret Akheret (Heb),8490,כּנרת אחרת,"כּשהיינוּ צעירים מאד מאד, טהוֹרים זכּים תּמימים יפים ועוֹד."
Kirya Yefeyfiya,28607,קריה יפיפיה,קריה יפיפיה משוש לערייך עיר נאמנה את למלכך ושרייך
Kirya Yefeyfiya,21595,קריה יפיפיה,קריה יפיפיה משוש לערייך עיר נאמנה את למלכך ושרייך
Kirya Yefeyfiya,8494,קריה יפיפיה,רריה יפיפיה משוש לערייך עיר נאמנה את למלכך ושרייך
Kirya Yefeyfiya,8495,קריה יפיפיה,רריה יפיפיה משוש לערייך עיר נאמנה את למלכך ושרייך
Kirya Yefeyfiya,8496,קריה יפיפיה,קריה יפיפיה משוש לערייך עיר נאמנה את למלכך ושרייך
"Kishef, Kishef",8498,"כּישוף, כּישוף",
Kishteynu Al Shikhmeynu (Heb),23039,קשתנו על שכמנו (עבֿרית),
Ko Keyli (Heb),8536,י-ה א-לי,
Kodosh (Heb),23063,קדוש (עבֿרית),"קדוש, קדוש, קדוש, יהוה צבאות מלא כל הארץ כּבודו:"
Kodosh (Heb),8539,קדוש (עבֿרית),"קדוש, קדוש, קדוש, יהוה צבאות מלא כל הארץ כּבודו:"
Kodosh (Heb),23084,קדוש (עבֿרית),"קדוש, קדוש, קדוש, יהוה צבאות מלא כל הארץ כּבודו:"
Kohanekha (Heb),8540,כּהניך (עבֿרית),"כּהניך ילבּשוּ צדק, וחסידיך ירננוּ."
Kohanekha (Heb),8541,כּהניך (עבֿרית),"כּהניך ילבּשוּ צדק, וחסידיך ירננוּ."
Kokhi Holaykh Vodol (Heb),8548,כּחי הוֹלך ודל (עבֿרית),"כּחי הוֹלך ודל -- היה נא טוֹב אלי,"
Kokuvi Boker (Heb),8549,כּוכּבי בּוקר (עבֿרית),"שׂימו לב אל הנשמה. לשם שבו ואחלמה ואורה באור החמה,"
Kol Adonay (Heb),8550,קל יי (עבֿרית),"קוֹל יי בּכּח, קוֹל יי בּהדר, קוֹל יי שׂבר ארזים, וישׁבּר יי את..."
Kol Adonay (Heb),20189,קל יי (עבֿרית),
Kol Ha'erets Degalim (Heb),23035,כּל הארץ דגלים (יבֿרית),
Kol Haolam Gesher (Heb),8567,כּל העוֹלם גשר,כּל העוֹלם כּלוֹ גשר צר מאד והעקר לא לפחד כּלל.
Kol Haolam Gesher (Heb),8564,כּל העוֹלם גשר,כּל העוֹלם כּלוֹ גשר צר מאד והעקר לא לפחד כּלל.
Kol Haolam Gesher (Heb),8566,כּל העוֹלם גשר,כּל העוֹלם כּלוֹ גשר צר מאד והעקר לא לפחד כּלל.
Kol Haolam Gesher (Heb),8565,כּל העוֹלם גשר,כּל העוּלם כּלוֹ גשר צר מאד והעקר לא לפחד כּלל.
Kol Mekadesh,20483,כּל מקדש,
Kol Mekadesh,8573,כּל מקדש,"כּל מקדשׁ שׁביעי כּראוּי לוֹ, כּל שׁוֹמר שׁבּת כּדת מיללוֹ,"
Kol Nidre,8579,כּל נדרי,כּל נדרי ואסרי וחרמי וקוֹנמי וכנוּיי ןקנוּסי וּשבוּעוֹת דנדרנא
Kol Nidre,8584,כּל נדרי,כּל נדרי ואסרי וחרמי וקוֹנמי וכנוּיי ןקנוּסי וּשבוּעוֹת דנדרנא
Kol Nidre,8574,כּל נדרי,כּל נדרי ואסרי וחרמי וקוֹנמי וכנוּיי ןקנוּסי וּשבוּעוֹת דנדרנא
Kol Nidre,8582,כּל נדרי,כּל נדרי ואסרי וחרמי וקוֹנמי וכנוּיי ןקנוּסי וּשבוּעוֹת דנדרנא
Kol Nidre,8595,כּל נדרי,כּל נדרי ואסרי וחרמי וקוֹנמי וכנוּיי ןקנוּסי וּשבוּעוֹת דנדרנא
Kol Nidre,23710,כּל נדרי,קל נדרי ואסרי וחרמי וקוֹנמי וכנוּיי ןקנוּסי וּשבוּעוֹת דנדרנא
Kol Nidre,8581,כּל נדרי,כּל נדרי ואסרי וחרמי וקוֹנמי וכנוּיי ןקנוּסי וּשבוּעוֹת דנדרנא
Kol Nidre,8576,כּל נדרי,כּל נדרי ואסרי וחרמי וקוֹנמי וכנוּיי ןקנוּסי וּשבוּעוֹת דנדרנא
Kol Nidre,23070,כּל נדרי,כּל נדרי ואסרי וחרמי וקוֹנמי וכנוּיי ןקנוּסי וּשבוּעוֹת דנדרנא
Kol Nidre,23894,כּל נדרי,כּל נדרי ואסרי וחרמי וקוֹנמי וכנוּיי ןקנוּסי וּשבוּעוֹת דנדרנא
Kol Nidre,8577,כּל נדרי,כּל נדרי ואסרי וחרמי וקוֹנמי וכנוּיי ןקנוּסי וּשבוּעוֹת דנדרנא
Kol Nidre,8578,כּל נדרי,כּל נדרי ואסרי וחרמי וקוֹנמי וכנוּיי ןקנוּסי וּשבוּעוֹת דנדרנא
Kol Nidre,26540,כּל נדרי,כּל נדרי ואסרי וחרמי וקוֹנמי וכנוּיי ןקנוּסי וּשבוּעוֹת דנדרנא
Kol Nidre,24583,כּל נדרי,כּל נדרי ואסרי וחרמי וקוֹנמי וכנוּיי ןקנוּסי וּשבוּעוֹת דנדרנא
