SM411,4,318,Voice/Piano,Yiddish/Transliteration,Daniel H. Greeenberg Music Publish,187 Delancey St. New York. NY,1908,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","באַטראַכט דעם מענש ווען ער איז רייַך, ווי ער נאָר ברענט אַ וועלט,",Dark blue lettering with aqua backround.  Includes photo inserts of fifteen celebrated Jewish composers.  Drawings in backround of many musical instruments . Price 30 cents.,"Batrakht dem mensh ven er iz raykh, vi er nor brent a velt,","Terres, Albert",
SM412,4,17188,Solo/Chorus/Piano,Hebrew Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1933,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal",,"Black lettering, Hebrew/Transliteration.  Traditional chant by Zavel Zilberts.  Price 75 cents.  Back cover includes recent publications from Metro Music Co.","Hiney, el, jeshuosi, e vtakh, vlo, ehod…",,
SM33,4,19342,Piano/Voice/Violin,Yiddish/Translatiteration,S. Schenker,"66 Canal Street, New York, NY",1911,"Gift of Robert & Molly Freedman, 1996",ווי שלעכט איז דעם קינד ווען ער מוז זיך צושיידען...,"Cover:  Title in large blue block letters in Yiddish and English. 
""Sung With Great Success"".  Price 50 cents.",Vi shlekht iz dem kind ven er muz zikh tseysheyden,,
SM34,4,19343,Piano,None,Hebrew Publishing Co.,"50-52 Eldridge St. New York, NY",1907/1916,"Gift of Robert & Molly Freedman, 1996",,"Cover:  Red lettering in Yiddish and English on white backround. 
Flower trellis design on right with photograph (presumably Frug). See Heskes 629, 632. Cover artwork by Louis Terr.",,,
SM534,4,20290,Voice/Piano,Yiddish/Transliteration,United Hebrew Choral Societies,"960 Prospect Ave. Bronx, NY",1923,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","ווי עס קומט דער אָווענט, פֿאַנגט מײַן סענקשאַפֿט אָן,","Small folder, black lettering.  ""Ten Art and Folk Songs for Mixed Chorus"". Published by Paul Lampkoff and United Hebrew Choral Societies of U. S. and Canada. Price 25 cents.  Five verses in Yiddish on back cover.","Vi es kumt der ovent, fangt mayn benkshaft on,",,
SM119,4,4066,Piano/Voice,Yiddish/Transliteration,"Trio Press, Inc.","28 E. 4th Street, NY",1929,"Gift of Robert & Molly Freedman, 1996","וואָס איז דאָס? איך מוז דאָס אויסגעפֿינען באַלד,","Cover: Molly Picon's Song Hit! Of Rumshinsky and Kalich's Latest Musical Comedy ""The Radio Girl"". Kessler Second Ave Theater, 35 Second Avenue. Price 35 cents.","Vos is dos? Ikh muz dos shoyn oysgefinen bald,",,
SM120,4,19422,Violin,Yiddish/Transliteration,Hebrew Publishing Co.,50-52 Eldridge Street,1915,"Gift of Robert & Molly Freedman, 1996","חובֿות האָט יעדער מענטש וועלכער נאָר לעבט,",Cover: Printed in red. Framed with vine trellis. Photo inset of man presumably Meyerowitz.,"Khoyves hot yeder mentsh velkher nor lebt,",Horenstein,
SM121,4,15891,Piano/Voice,Yiddish/Hebrew/English,Pioneer Women,"45 E. 17th Street< New York, N.Y.",1946,"Gift of Robert & Molly Freedman, 1996","דו זאָלסט ניט זאָגן אַז דו גייסט דעם לעצטן וועג,","Cover: Entirely in English. ""Song of the Jewish Partisans in the battle of the ghetto"" As sung by Olga Paul, Mezzo Contralto. Price 50 cents - Proceeds for the benefit of The Jewish Victims of Persecution.","Du zolst nit zogn az du geyst dem letstn veg,","Zinotov, O. J.","Paul, Olga, English/ Shlonsky, A., Hebrew"
SM122,4,10429,Piano/Voice,Yiddish/Transliteration,J. & J. Kammen,"305 Roebling Street., Brooklyn, N.Y.",1923,"Gift of Robert & Molly Freedman, 1996","זונטיק בין איך ניט געווען אין חדר,","Cover: Oy Vet Mir Der Rebe Shmeysen in 
Yiddish and transliteration.  Sung by Mollie Picon in the Kessler Theatre N. Y. Production in J. Rumshisky's Operetta ""Yankele"". ì
For Piano. Price 50 centStamped with ""Baron's Music Shop S. E. Cor. 31st & 
Berks Sts. Philadelphia, PA.""  Photo of Mollie Picon on cover.","Zuntik bin ikh nit geven iIn kheyder,",,
SM123,4,9029,Piano/Voice,Yiddish/Transliteration,Hebrew Publishing Co.,"50-52 Eldridge Street, New York, NY",1912,"Gift of Robert & Molly Freedman, 1996","אין די לונגען, טיאָ באַגראָבן וווינט די בלאַסע פּעסט.","Cover printed in maroon ink, filigree design framed photograph of Smulewitz and ornate graphics framing title and 
composer. Price: Piano 50 cents, Violin 30 cents.","In di lungen tif bagrobn, voynt di blase pest:","Russotto, Henry A.",
SM124,4,1664,Piano/Voice,Hebrew/Transliteration,"""Negen"" From Schreiber","Tel Aviv, Israel",1948,"Gift of Robert & Molly Freedman, 1996","בערבות הנגב מתנוצץ התל, בערבות הנגב...","Small (7"" X 10"") folder, orange background. Hebrew and 
English on cover. Graphics of sunrise. Lyrics in Hebrew and ì
transliteration, five verses.",`,"Baharaff, Menashe",
SM125,4,19403,Violin,None,Hebrew Publishing Co.,"85 Canal Street, New York",1912,"Gift of Robert & Molly Freedman, 1996",,"Cover Title: ""Success of the Season, Prof. Horowitz's Opera ""The Two Tannaim"" (t'yonim,  Two Marriage Contracts.) Violin 50 cents. Piano 1.00. See Heskes entry #477",,"Perlmutter, Arnold/ Wohl, Herman",
SM373,4,8793,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1938,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","מייַן טייַערע, כ'האָב דיך ליב מיט אַ ליבע דעטליך רייַך,","Blue lettering, Yiddish/English, Two beautiful songs in one folder: Mayn Tayere and Dem Tatens Zindale.
Photo inserts of Ilya Trilling (Music) and Oscar Ostroff ( Lyrics) on front cover. ""As sung by the eminent stars Herman Yablokoff, Bella Mysell, Jan Bart and many others"". Recorded by Jan Bart on Columbia record 8230F. Price 35 cents.  Yiddish words on back cover.",Mayn tayere kh'hob dikh lib mit a libe getlikh raykh…,,
SM636,4,20416,Voice/Piano,Yiddish/Transliteration/English,Jewish Music Alliance,"One Union Square West, New York, NY",1948,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","ליבינקער, קליינינקער מאַלעכל מײַנס, ווי טיף איז מײַן גליק און ווי גרויס,","Brown lettering, English/Yiddish.  Large photo of Jacob Schaefer.  Price 50 cents.  Dedicated to Leah Schaefer, 1923.  Yiddish and English words on back cover. ""The publishing of this lullaby was made possible thru the generosity of Morris Citrin in memory of his late beloved wife, Mollie Citrin (of Detroit, Michigan) a builder of Jewish Progressive Culture."".  Photo of Mollie Citrin (1896-1945).
Yiddish text in USSR orthography.","Libnker, kleyninker malakhl mayns,vi tif iz mayn glik…",,"Kramer, A., Translation English"
SM637,4,20417,Voice/Piano,Yiddish/Transliteration,S. Schenker,"66 Canal St., New York, NY",1926,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","פֿאַרשטאָלטן אין לעבן איז דאָס פֿרויען הערץ, איר האָט די וועלט פֿאַרניכטן","Dark blue letterirng, Yiddish/English.  Photos of Mrs. Sarah Konner(Sung with Great Success) and Abraham Rosenstein ( Sung by the World Famlous Tenor).  Price 50 cents.  Two verses and refrain, inside centerfold, in Yiddish.",Fershtolten fun leben iz dos froyen hertz…,,
SM246,4,19578,Piano/Violin/Voice,Yiddish/Transliteration,S. Schenker,"66 Canal Street, New York, NY",1926,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","די וועלט פֿראָגעסירט, זי איז ציוויליזירט, זי מאַכט פֿאָרשריט...","Blue lettering, English/Hebrew/Yiddish, Photo inserts: Mrs. Sarah Konner (Sung with great success). Abraham Rosenstein (Sung by the world famous tenor).  Price 50 cents.  Catalog of Schenker's Jewish Music on back cover in Yiddish/English.","Di velt progresirt zi iz tsivilizirt, zi makht fortshrit...",,
SM259,4,4253,Voice/Piano,English/Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1923,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","וואָס הודזען די געלע, די פֿאַלענדע בלעטער, ווען ס'שפֿילט זיך...","Brown lettering, English/Yiddish. Price 40 cents. Six verses in Yiddish on back cover.","Vos hudzen di gele, di falende bleter, ven s'shpilt zikh...",,
SM260,4,19653,Piano/Violin,Yiddish/Transliteration,S. Schenker,"66 Canal Street, New York, NY",1902,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","ווס איז בעסער אויף דער וועלט, וואָס איז זיסער פֿון אַלסדינ,","Dark blue lettering, English/Yiddish/Transliteration. Insert photograph of Mr. B. Bernstein.  Price 50 cents, Piano: 30 cents, Violin.  Back cover includes Yiddish words, three verses. Small copy of music for Doina, Roumanian Melody by Henry A. Russotto.","Vos iz besser af der velt, vos iz  ziser fun alsding….",,
SM262,4,19654,Solo/Chorus/Piano,Hebrew Transliteration/English/Hebrew,Metro Music Co.,"64 Second Ave, New York, NY",1950,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal",אייַ אייַ אייַ לחיים רבי חיים נשיא ישראל,"Black/white letteringm, Hebrew/English. Photos of Artur Wolf and Dr. Chaim Weizmann.",Ay ay ay lekhaim rabi chaim….,,
SM269,4,19657,Piano/Voice,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1943,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","אַ ווילדע חיה, אָן געוויסן, אים פֿאַרגלאָסט האָט בלוט פֿאַרגיסן","Dark blue lettering. Photo insert of Ilia Trilling.  From Louis Freiman's play ""Children Without A Home"".  Photo of group of actors from cover of playbill.  Price 30 cents.  Played at Hopkinson Theatre, Hopkinson and Pitkin Aves., Brooklyn, NY.  Yiddish words on back cover.","A vilגe khaya, on gevisn, im farglust hot blut fargisn…",,
SM271,4,3107,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1925,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","אַך וואָס קלינקט איר קירכען גלאָקען,הערט שוין אויף","Small booklet, Price 30 cents. Note from publisher on back asking people not to copy the music illegally.","Akh vos klingt ir kirkhen gloken, hert shoyn af,",,
SM265,4,19655,Piano/Voice,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1947,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","דער דניעפּער, דער דניעפּער, לאָזט הערן זייַן קול, ער זינגט...","Black/white lettering, Yiddish/English. Price 35 cents.  Three verses in Yiddish on back cover.","Der dnieper,der dnieper lost hern zayn kol, er zingt….",,
SM159,4,19451,Piano/Voice,Yiddish/Transliteration,Hebrew Publishing Co,"50-52 Eldridge Street, New York",1917,"Gift of Robert & Molly freedman, 1996",ס'בלאָנדזשעט אַרום איבער דער וועט פֿון לאַנד צו,"Sung by Mr. Fried.
Cover: Framed by filigree flowered border  ""The Success of the Season ""Mazl Tov"" produced by Harry Thomashefsky, Presented by Louis Goldberin Thomashefsky's National Theater. Contents of Musuc of Masel Tov. Title listing of five songs circed by inset photos of Boris Thomashevsky and Rumshinsky along with ten other photos presumably of the cast..","S'blondzshet arum iber der velt fun land tsu land,",,
SM160,4,18061,Piano/Voice,Yiddish/Transliteration,Hebrew Publishing Co,"50-52 Eldridge Street, New York",1917,"Gift of Robert & Molly freedman, 1996","געוויינט, געקלוגט האָט איר, ידעלעך, פֿיל מיט תפֿלות","Sung by Mr. K. Juvalier.
Cover: Framed by filigree flowered border  ""The Success of the Season ""Mazl Tov"" produced by Harry Thomashefsky, Presented by Louis Goldberin Thomashefsky's National Theater. Contents of Musuc of Masel Tov. Title listing of five songs circed by inset photos of Boris Thomashevsky and Rumshinsky along with ten other photos presumably of the cast..","Geveynt, geklugt hot ir' yidelekh, fil mit tviles",,
SM161,4,19452,Piano/Voice,Yiddish/Transliteration,Hebrew Publishing Co,"50-52 Eldridge Street, New York",1917,"Gift of Robert & Molly freedman, 1996","אַמעריקע, ביסט גרויס און רײַך, דו האָסט אין זיך אַ","Sung by Mr. P. Graff.
Cover: Framed by filigree flowered border  ""The Success of the Season ""Mazl Tov"" produced by Harry Thomashefsky, Presented by Louis Goldberin Thomashefsky's National Theater. Contents of Musuc of Masel Tov. Title listing of five songs circed by inset photos of Boris Thomashevsky and Rumshinsky along with ten other photos presumably of the cast..","Amerike, bist groys un raykh, du host in zikh a..",,
SM162,4,19453,Piano/Voice,Yiddish,"Hebrew Publishing Co., New York",50-52 Eldridge Street,1909,"Gift of Robert & Molly Freedman, 1996","וויינט און קלוגט אַצינדער, אַלע ציונס קינדער,","Cover: Red background ""Complete Opera, Bar Kochba"" in large black letters (English & Yiddish) with center photo of A. Goldfaden. Price $2.00. Twenty songs listed on fron cover. Texts of eight songs printed on inside cover and back cover. Songs in this edition ""...all appeared in the 'complete opera edition' first published in 1898 by Katzenelenbogen and Rabinowitz, and then reissued in 1909 by the Hebrew Publishing Co.""  (See  Gold Heskes p. 11)","Veynt un klugt atsinder, ale Tsiuns kinder,","Russotto, Henry A.",
SM163,4,19454,Piano,Yiddish,Hebrew Publishing Co,"50-52 Eldridge Street, New York",1909,"Gift of Robert & Molly Freedman, 1996","וויינט זשה אַלע ציונס טעכטער, קלוג זשע קינדער,","Cover: Red background ""Complete Opera, Bar Kochba"" in large black letters (English & Yiddish) with center photo of A. Goldfaden. Price $2.00. Twenty songs listed on fron cover. Texts of eight songs printed on inside cover and back cover. Songs in this edition ""...all appeared in the 'complete opera edition' first published in 1898 by Katzenelenbogen and Rabinowitz, and then reissued in 1909 by the Hebrew Publishing Co.""  (See  Gold Heskes p. 11)","Veynt zhe ale Tsiuns tekhter, klug zhe kinder,","Russotto, Henry A.",
SM164,4,19456,Piano,None,Hebrew Publishing Co,"50-52 Eldridge Street, New York",1909,"Gift of Robert & Molly Freedman, 1996",,"Cover: Red background ""Complete Opera, Bar Kochba"" in large black letters (English & Yiddish) with center photo of A. Goldfaden. Price $2.00. Twenty songs listed on fron cover. Texts of eight songs printed on inside cover and back cover. Songs in this edition ""...all appeared in the 'complete opera edition' first published in 1898 by Katzenelenbogen and Rabinowitz, and then reissued in 1909 by the Hebrew Publishing Co.""  (See  Gold Heskes p. 11)",,"Russotto, Henry A.",
SM698,4,4911,Voice/Piano,Yiddish/Transliteration,Trio Press,"New York, NY",1935,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal",ווען אַ קינד הייבט אָן צו ווערן פֿערצן-פֿופֿצן יאָר...,"Brown lettering, English/Yiddish.  From the play, Heaven on Earth, an operetta in two acts.  ""Now playing at Public Theatre, 2nd Avenue at Fourth Street, New York.  Cover includes sixteen small photos of theater people.  Back cover includes Yiddish words and cast of characters in English and Yiddish.","Ven a kind heybt on tsu vern fertsn, fuftsn yor…",,
SM444,4,20161,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1950,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","ס'איז געוועזען פֿאַר אַ יאָרן, איך בין אויף אַ בוס געפֿאָרן","Cover: Title in English and Yiddish. From the musical comedy ""Laugh and Be Happy"", Libretto by Louis Freiman. Starring and Sung by the Celebrated Artist Leo Fuchs. Price 40 cents. Photo of Leo Fuchs. Photo inset of Sholom Secunda","S'iz gevezen farayorn, ikh bin af a ban geforn,",,
SM446,4,3660,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1940,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","ווען מיט מזל געזונט און לעבן, ס'עלטסטע טעכטערל מיר וועלן אויסגעבן,","Black lettering, Yiddish/English. (Three Daughters). Price 40 cents. Three verses in Yiddish, inside front cover.","Ven mit mazel gezunt un lebn, s'eltste tekhterl mir veln…",Sholom Secunda,
SM447,4,3663,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1948,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","צווישען מנחה און מעריב, אין שול איז האַלב טונקעל,","Black lettering, Yiddish/English.  Price 40 cents.  Three verses in Yiddish on back cover.","Tsvishen minkhe un mariv, in shul iz halb tunkel…",,
SM1268,3,26126,Piano,English Text,Lowe & Brydone Printers Ltd.,London,1935,Gift of Dropsie College Library,,"The Bells of Peace dedicated to the United Nations; Song composed by David Davidson, Made in England price 2/=net","I hear the Bells of Peace, what joy to me today.",,
SM1269,3,26139,Voice/Piano,Yiddish/ Transliteration,H. Wohl,"55 2nd St, NYC",1920,Gift of Dropsy College Library,"איך האָב דאָ בײַ מיר אַ טלית פֿאַר דיר, ס'איז דײַן טאַנטס,",,"Ikh hob du bay mir a talis far dir, s'iz dayn tatns,",,
SM1270,3,26193,Piano,Hebrew,"Saini, Jerusalem",,,Gift of Dropsie College Library,להח בתכ ך בית בנה (3) נו כומעל ך דשמק נן כוו...,"She built her house/This song is included in a phamphlet titled ""Notebook for the distribution of the best Chassidic melodies in the Jewish Folk appears from time in Jerusalem.","Lah'chai bat ki akh bayet bnai, akh bat bnai akh bat bnai","Gashari, Sh.",
SM1272,3,26194,Piano,Hebrew,"Saini, Jerusalem",,,Gift of Dropsie College Library,חי אל אל נן רא חו אל אל נן רא חי אל אל נן רא שרבו...,"Life! God God Nan-Rah-Rah, Life ! / This song is included in a phamphlet titled ""Notebook for the distribution of the best Chassidic melodies in the Jewish Folk appears from time in Jerusalem.","Chai ayl ayl nanrahah chai, ayl ayl nanrahah ayl ayl...","Gashari, Sh.",
SM1273,4,26195,Voice/Piano,Yiddish,Hebrew Publishing Company,"83 87 Canal Street., NY",1911,"Gift of Dianne O'shea, April 2013",דאָס איז אַ קלאַל אַף דער גאַנצער וועלט וואָס יעדער ווייסט דאָס גוט...,"This is a clal(?) on the entire world that every one knows it well…/ Full title : Az Du Kenst Nit Un Veyst Nit Nemt Men Zikh Nit Unter/ Sheet music cover advertises ""Songs from the latest Comedydrama Played with Great Succes at the Peoples Theater, Dos Dorfs Meydl","Dos iz a klal af der gantser velt, vos yeder veyst dos gut..",Perlmutter & Wohl,
SM1274,4,26198,Voice/Piano,Yiddish,The Hebrew Publishing Company,"50-52 Eldridge St., NY",1913,"Gift of Dianne O'shea, April 2013","עס לײַדעט דער יתום ישׂראָליק אַ שרעק, איך פֿרעג און איך פֿרעג אַלס...","The orphan Israel suffers terribly, I ask and I ask, why is this…/ Cover: Gezungen von Regina Prager with her portrait: Also ""Von Shwarzberg's Play Heim Susse Heim""","Es laydet der yosem yisroelik a shrek, ikh freg un ikh...",,
SM1275,3,26383,,Translation,William Taylor & Co,"151 Nassau, Corner of Spruce, NY",,Dropsie College Library,,Translated Libretto,,,
SM1276,3,26384,Voice/Piano,English Translation,Bloch Publishing Com,,1942,Gift of Dropsie College Library,,Booklet,"In distress I called upon the Lord, He heard and set me...",,
SM1277,3,26385,Violin/Piano,,Israeli Music Publications Limited,"P.O. Box 6011, Tel Aviv, Israel",1962,Gift of Dropsie College Library,,Dedicated to Mrs Lionella Perera,,,
SM1278,4,6433,Voice/Piano,Yiddish/Transliteration/Translation,Jane Peppler,,,"Purchase, Jane Peppler, Sept 2013","זינגענדיק און איילנדיק, זיך שפּילנדיק, זיך שפּילנדיק, אין אָדעס...","Singing, hurrying, playing, in Odessa we'll be happy…","Zingendik un aylndik, zikh shpilndik, zikh shpilndik,...",,
SM1279,4,26143,Voice/Piano,Transliteration/Translation,Jane Peppler,,,"Purchase, Jane Peppler, Sept 2013","איך גנבֿע אין דער נאַכט, גי נאַכט איז חושך, שוואַרץ, און דו האָסט...","The night is gloomy, black, you steal my heart…","Ikh ganve in dernakht, di nakht iz khoysekh, shvarts,",,
SM126,4,19404,Violin,None,Hebrew Publishing Co.,"85 Canal Street, New York",1912,"Gift of Robert & Molly Freedman, 1996",,"Cover Title: ""Success of the Season, Prof. Horowitz's Opera ""The Two Tannaim"" (t'yonim,  Two Marriage Contracts.) Violin 50 cents. Piano 1.00. See Heskes entry #477. This song not mentioned in Heskes",,"Perlmutter, Arnold/ Wohl, Herman",
SM247,4,19592,,Yiddish/English/Transliteration,Metro Music Co.,"58 Second Ave, New York, NY",1921,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","שטיינער ליגען מיר אין האַרצן, כמאַאעס גייען מיר אין קאָפּ,","Dark brown lettering, Yiddish/Hebrew/English. ""As sung by Sophia Braslau of the Meropolitan Opera House"". Price 25 cents. Yiddish words on back cover,","Shteyner lign mir in hartzen, khmares geyen mir in kop…",,
SM518,4,6262,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1951,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","איך האָב געהאַט אַ סאַך באַגעגענעשען מיט מיידלאַך,אַ","Blue lettering, English/Yiddish. ""Ikh Vil, Ikh Vil, Ikh Vil -  I Wanna-I Wanna-I Wanna"".  Sung by Leo Fuchs and Miriam Kressyn.  Featured in the musical comedy ""Don't Worry"", starring Leo Fuchs and Irving Jacobson.  Book by William Siegel.  Photos of Abe Ellstein, Miriam Kressyn and Leo Fuchs on cover.  Price 40 cents.  Yiddish words on back cover.",Ikh hob gehat a sakh bagegenishn mit meydlakh…,,
SM509,4,20254,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1940,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","עס האָבן פֿאַרבראַכט אדם חוה אין גן עדן, אַ ליבע אַ פּראַכט...","Black lettering, English/Yiddish.  Photos of Joseph Rumshinsky and Seymour Rechtzeit on front cover.  ""Recorded on Victor record #25-5058.  Price 35 cents.  Yiddish words on back cover.","Es hobn farbrakht odom chave in gan eden, a libe a prakht…",,
SM387,4,9226,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"54 Second Ave. New York, NY",1931,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","מיר טראָגן אַ געזאַנג און וועקען מיט זײַן קלאַנג,","Small folder, Black lettering, Yiddish/English.  Mir Trogen A gezang, (Motto).   Listing on front cover of other choruses.  Yiddish words on back cover.",Mir trogn a gezang un veken mit zayn klang…,,
SM584,4,20349,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1941,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","איך האָב דיך געזוכט, נאָך דיר לאַנג געביינגט,","Blue lettering, Yiddish/English. Price 35 cents. Three verses in Yiddish inside front cover.  ""Dedicated to Mrs Charles Wiesenberg"".  Listing of new releases on back cover.","Ikh hob dikh gezukht, nokh dir lang gebeynkt….",,
SM577,4,20340,Voice/Piano,Yiddish/Transliteration/English,Metro Music Co.,"58 Second Ave, New York, NY",1928,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","צווישן הימל און דער ערד, הערט אַ ליד זיך טראָגן,","Dark blue lettering, Ornate frame with floral decorations and drawing of small bird.  English title given as ""The Lark"" Yiddish by A. Reisen. Price 30 cents.  Four verses in Yiddish and English on back cover.","Tzvishen himel un der erd, hert a lid zikh trogn….",,"Brody, Alter/  English Translator"
SM578,4,20342,Voice/Piano,Yiddish/Transliteration/English,Metro Music Co.,"58 Second Ave, New York, NY",1928,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","זינג נשמה, זינג, פֿריילעך אָדער באַנג, לעבן איז אַ ליד,","Black lettering, Yiddish/English.  Photos of A. W. Binder and Sophia Braslau (of the Metropolitan Opera House).  Price 25 cents.  Four verses in Yiddish on back cover.","Zing neshuma zing, freylekh oder bang, lebn thz a lid,",,"Sprung, D. L. (English)"
SM579,4,20343,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"58 Second Ave, New York, NY",1928,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","אין מזרח שטאַרבן אָפּ די נעכט, אין מזרח ווערן טעג געבויבן,","Black lettering, English/Yiddish.  Photos of Jacob Marinoff and Abraham S. Ellstein.  Drawing of large feather quill pen, embossed with Yiddish title.  English title given as ""Since You Are Gone"" Price 35 cents.  Five verses in Yiddish on back cover.","In mizrakh shtarben up di nekht, in mizrakh vern teg geboyrn",,
SM580,4,15902,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1941,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","אין וועלדל בײַם טײַכל איז אַ בחור געגאַנגען, האָט ער דאָרט אַ מיידל דערזען..","Red lettering, English/Yiddish.  Photo of Ilia Trilling in center.  ""As sung by Herman Yablokoff"".  From the production ""Goldele Dem Bekers"".  Price 35 cents.  Yiddish words inside front cover.","In veldl baym taykhl iz a bokher gegangen, hot er dort a…",,
SM222,4,19580,Voice/Piano,Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1947,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal",,"Brown lettering, English & Hebrew. Price 60 cents. (Also donated by Debra Rasansky)","Vehu rakhem, vehu rakhem, yekha perovon, yekha perovon….",,
SM224,4,19540,Voice/Piano,Transliteration/Yiddish,Metro Music Co.,"64 Second Ave, New York, NY",1944,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","אויב דו ווילסט ליבע מיר דערקלערן, וויל איך דייַן טאַנץ לידער הערן","Blue lettering in Yiddish and English. From Louis Freiman's Play, ""Who is Guilty?"". Blue photo insets of Ilia Trilling, Julius Adler, Louis Markowitz, Lillian Lux and Paul Burstein. Price 30 cents. Two copies.","Oyb du vilst libe mir derklern, vil ikh deyn tatns lider…..",,
SM225,4,14431,Voice/Piano,Yiddish/English/Transliteration,Hensley Music Co/Metro Music Co..,"54 Second Ave, New York, NY",1961,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","געוואַלט! וואו נעמט מען? (3), וואו נעמט מען מעל אויף מאַכן...","Black lettering, Yiddish/English, Price 60 cents. Insert photo, (as sung by) Mascha Benya.",Gevalt! Vu nemt men? (3x)' Vu nemt nen mel af nakhn...,"Anik, Harry","Lionel, Stanley"
SM1251,3,7549,Piano,Music Only,Hebrew Publishing Co,"50 Eldridge St., NY NY",1907,Gift of Dropsie College Library,,Sung under the leadership of Henry A Russotto by the Musical antors Assn's at Temple Beth El,,Henry A Russoto,
SM216,4,19538,Voice/Piano,Transliteration/Yiddish,Metro Music Co.,"64 Second Ave, New York, NY",1943,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","...פֿייגעלע און חנהלע אָ צווילינג אָ שיינע,  ביידע זענען קלוג","Dark blue lettering in English and Yiddish. Photo insets of Ilia Trilling, Max Kletter, Anna Winters, Flora Freiman, Anita Stein, Barbara Lorber. As sung by Max Kletter. Now playing at Hopkinson Theater, Hopkinson and Pitkin Aves., Brooklyn, NY.  From Louis Freiman's play ""Children Without A Home"". Price 30 cents. Back cover includes cast credits.","Feygele un khanele a tsviling a sheyne, beyde zenen klug…",,
SM217,4,19539,Community Singing,Transliteration,Metro Music Co.,"54 Second Ave, New York, NY",1959,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal",,"Blue Booklet of 42 pages, containing 47 religious songs. Price $2.50",,,
SM218,4,17651,Voice/Piano,Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1952,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal",,Black block letters in English and Hebrew. For voice and piano. Price 60 cents.  As sung by eminent cantor artist Richard Tucker.,Tsadik adonly b'khol d'rokhov v'khosid b'khol maasov….,,
