HT410,Hevenu Sholom Aleykhem,28414,הבאנוּ שלוֹם עליכם,הבאנוּ שלוֹם עליכם,
HT411,"Hevenu Sholom Aleykhem (Heb, Med)",20730,"הבאנוּ שלוֹם עליכם (עבֿרית, מעדלי)",הבאנוּ שלוֹם עליכם,
HT412,"Hevenu Sholom Aleykhem (Heb, Medl)",20221,"הבאנוּ שלוֹם עליכם (עבֿרית, מעדלי)",הבאנוּ שלוֹם עליכם. (עבֿרית),
HT413,Hey Tsigelekh,6529,הײ ציגעלעך,,
HT414,Heyn Babbiko (Heb),6536,הן בּבּקעה (עבֿרית),"הן בּבּיקעה, הן בּהר, הן בּעיר והן בּקפר,",
HT415,Higole No (Heb),6544,הגלה נא (עבֿרית),"הגלה נא וּפרוֹס חביבי עלי את סוּכּת שׁלוֹמך, תּאיר ארץ מכּבוֹדך,",
HT416,Hine Ma Tov,6583,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT417,Hine Ma Tov,12489,הנה מה טוֹב,"הנה מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT418,Hine Ma Tov,23874,הנה מה טוֹב,"הנה מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT419,Hine Ma Tov,26759,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT420,Hine Ma Tov,6579,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT421,Hine Ma Tov,26389,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT422,Hine Ma Tov,6580,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT423,Hine Ma Tov,6587,הנה מה טוֹב,"חני, חני, הני, מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT424,Hine Ma Tov,6582,הנה מה טוֹב,"חני, חני, הני, מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT425,Hine Ma Tov,6576,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT426,Hine Ma Tov,6584,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT427,Hine Ma Tov,19658,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT428,Hine Ma Tov,6585,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT429,Hine Ma Tov,6586,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT430,Hine Ma Tov,22531,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT431,Hine Ma Tov,6577,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT432,Hine Ma Tov,6591,הנה מה טוֹב,"הני מא טוב ומה נעים, שבת טחים גם יחד.",
HT433,Hine Ma Tov,6581,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT434,Hine Ma Tov,6569,הנה מה טוֹב,"חני, חני, הני, מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT435,Hine Ma Tov,20707,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT436,Hine Ma Tov,18750,הנה מה טוֹב,"הנה מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT437,Hine Ma Tov,6565,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT438,Hine Ma Tov,6566,הנה מה טוֹב,,
HT439,Hine Ma Tov,6567,הנה מה טוֹב,"הני מא טוב ומה נעים, שבת טחים גם יחד.",
HT440,Hine Ma Tov,28281,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT441,Hine Ma Tov,6578,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT442,Hine Ma Tov,6568,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT443,Hine Ma Tov,18416,הנה מה טוֹב,"הנה מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT444,Hine Ma Tov,6570,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT445,Hine Ma Tov,6571,הנה מה טוֹב,"חני, חני, הני, מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT446,Hine Ma Tov,6572,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT447,Hine Ma Tov,6573,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT448,Hine Ma Tov,6574,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT449,Hine Ma Tov,6575,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT450,Hine Ma Tov,21625,הנה מה טוֹב,"הני מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT451,Hine Ma Tov,18649,הנה מה טוֹב,"הנה מה טוֹב וּמה נעים, שבת אחים גם יחד.",
HT452,Hine Yamim Ba'im (Heb),6595,הנה ימים בּאים _עבֿרית),,
HT453,Hineni Heoni (Heb),6599,הנני העני,,
HT454,Hineni Heoni (Heb),6600,הנני העני,,
HT455,Hineni Heoni (Heb),6601,הנני העני,,
HT456,Hineni Heoni (Heb),6602,הנני העני,,
HT457,Hineni Heoni (Heb),6603,הנני העני,,
HT458,Hineni Heoni (Heb),6606,הנני העני,,
HT459,Hineni Heoni (Heb),6605,הנני העני,,
HT460,Hineni Heoni (Heb),6607,הנני העני,,
HT461,Hineni Heoni (Heb),6604,הנני העני,,
HT462,Hineni Kan (Heb),20628,הנני כּאן (עבֿרית),,
HT463,Hineni Mukhon Umzumon (Heb),6613,הנני מוכן ומזומן,,
HT464,Hineni Mukhon Umzumon (Heb),6609,הנני מוכן ומזומן,,
HT465,Hineni Mukhon Umzumon (Heb),6610,הנני מוכן ומזומן,,
HT466,Hineni Mukhon Umzumon (Heb),6611,הנני מוכן ומזומן,,
HT467,Hineni Mukhon Umzumon (Heb),6612,הנני מוכן ומזומן,,
HT468,Hishbati (Heb),6620,השבּעתּי,"השבּעתּי אחכם, בּנוֹת ירוּשלים, אם תּמצאו את דוּדי,",
HT469,Hiskabtsu (Heb),6621,התקבּצוּ,"התקבּצוּ מלאכים זה אל זה, זה לקבל זה ואמר זה לזה.",
HT470,Hiyalim Almonim (Heb),6630,היילים אלמומים,,
HT471,Hiyo Hayu Li (Hebrew),6631,היה היו לי,היה היו לי ימים טובים ואני צעיר צוהל חסר דאגות וגעגורעים...,
HT472,Ho Lakhma Anya (Heb),6635,הא לחמא עניא,"הא לחמא עניא, די אכלוּ אבהתנא בּארעא דמצרים.",
HT473,Ho Lakhma Anya (Heb),6637,הא לחמא עניא,"הא לחמא עניא, די אכלוּ אבהתנא בּארעא דמצרים.",
HT474,Ho Lakhma Anya (Heb),30705,הא לחמא עניא,,
HT475,Ho Lakhma Anya (Heb),6634,הא לחמא עניא,"הא לחמא עניא, די אכלוּ אבהתנא בּארעא דמצרים.",
HT476,Ho Lakhma Anya (Heb),6636,הא לחמא עניא,"הא לחמא עניא, די אכלוּ אבהתנא בּארעא דמצרים.",
HT477,Ho Lakhma Anya (Heb),6633,הא לחמא עניא,"הא לחמא עניא, די אכלוּ אבהתנא בּארעא דמצרים.",
HT478,Ho'aderes Vehoemung (Heb),6639,האדרת והאמונה (עבֿרית),"האדרת והאמונה לחי עולמים, הבּינה והבּרכה לחי עולמים.",
HT479,Hodu Lahashem Ki Tov-Psalm 118:01,27696,הוֹדוּ ליהוה כּי טוב (תּהלים קיח),:ke leolam khasdu 'Hodu lahashem ki tov,
HT480,Hodu Lashem (Heb),6698,הוֹדוּ לשם (עבֿרית),,
HT481,Hogar (Heb),6704,הגר (עבֿרית),,
HT482,Hogar Oyf Der Mit Fun Veg,6705,הגר אױף דער מיט פֿון װעג,,
HT483,Hogars Letste Nakht Bay Avrom..(Seltzer),6706,הגרס לעצטע נאַכט בײַ אַבֿרהמען (זלצר),,
HT484,Hora (Heb),6768,האָרע (עבֿרית),,
HT485,Hora (Heb),6769,האָרע (עבֿרית),,
HT486,Hora Ali Ali (Banu Beli...),6779,הוֹרה עלי עלי (בּאנוּ בּלי...),"בּאנו בּלי כּל מכל אנו עניי אתמול, לנו בגורל מסר את מליוני המחר",
HT487,Hora Ali Ali (Heb),6781,הוֹרה עלי עלי (עבֿרית),"בּאנו בּלי כּל מכל אנו עניי אתמול, לנו בגורל מסר את מליוני המחר",
HT488,Hora Ali Ali (Heb),6780,הוֹרה עלי עלי (עבֿרית),"בּאנו בּלי כּל מכל אנו עניי אתמול, לנו בגורל מסר את מליוני המחר",
HT489,Hora Heyakhzut (Heb),6787,הורה האחזות (עבֿרית),יודע חקלאי פקח והוא הגחיל זאת לצבא כי את הזן יש לשבח,
HT490,Hora Heyakhzut (Heb),6785,הורה האחזות (עבֿרית),יןדע חקלאי פקח והוא הגחיל זאת לצבא כי את הזן יש לשבח,
HT491,Hora Heyakhzut (Heb),6786,הורה האחזות (עבֿרית),יןדע חקלאי פקח והוא הגחיל זאת לצבא כי את הזן יש לשבח,
HT492,Hora Kineret (Heb),20731,הורה כּנרת (עבֿרית),,
HT493,Hora Mamtera,6793,הורה ממטרה,"רן קלוּח בּצנוֹר, צנוֹרוּת - עוֹרקי-הנגב, זה דרכּוֹ של המזמוֹר -",
HT494,Hora Mamtera,6791,הורה ממטרה,"רן קלוּח בּצנוֹר, צנוֹרוּת - עוֹרקי-הנגב, זה דרכּוֹ של המזמוֹר -",
HT495,Hora Mamtera,6792,הורה ממטרה,"סבּי, סבּי, ממטרה, רן קלוּח בּצנוֹר,",
HT496,Hora Nahahal (Heb),6804,הורה נהלל (שיר המשתמט),,
HT497,Hora Yisroel (Heb),6820,הורה ישׂראל (ײבֿרית),"הורה, הורה ישׂראל! (2) טוב לחיות בּישׂראל!",
HT498,Horakhamon (Heb),6827,הרחמן,"הרחמן הוא ישתבח לדור דורים.. ויתפֿאר בּנו לעד ןלנצח נצחים,",
HT499,Horakhamon (Heb),6826,הרחמן,"הרחמן הוא ישתבח לדור דורים.. ויתפֿאר בּנו לעד ןלנצח נצחים,",
HT500,Horakhamon (Heb),6824,הרחמן,"הרחמן הוא ישתבח לדור דורים.. ויתפֿאר בּנו לעד ןלנצח נצחים,",
HT501,Horakhamon (Heb),6825,הרחמן,"הרחמן הוא ישתבח לדור דורים.. ויתפֿאר בּנו לעד ןלנצח נצחים,",
HT502,Horakhamon Hu Yokim Lonu (Heb),6828,הרחמן הו יקים לנו (עבֿרית),הרחמן הוא יקים לנו את סןכּת דןד הנופלת.,
HT503,Horef (Heb),6830,הורף (עבֿרית),,
HT504,Hotsmakhs Finale,18563,שיר הסיום של הוצמאַך,,
HT505,Hotsmakhs Kuplets,18547,האָצמאַכס קופּלעטס,,
HT506,Hoy Artsi Moledeti (Heb),20251,הוי ארצי מולדתי (יבֿרית),"הוי ארצי, מולדתי הר טרשים קרח עדר עלפה שה וגדי זהב הדר שמח..",
HT507,Hoy Artsi Moledeti (Heb),21558,הוי ארצי מולדתי (יבֿרית),"הוי ארצי, מולדתי הר טרשים קרח עדר עלפה שה וגדי זהב הדר שמח..",
HT508,Hoy Eres Moledet (Heb),6885,הוי ערשׂ מולדת (עבֿרית),,
HT509,Hoy Yeruka (Hebrew),6886,הוי ירוקה,"הייתּי אז תּינוקתּ וכבר ילדתּ פלאים, ובחכמה עליתּי על כּל הילדים",
HT510,Hu Elokeynu (Heb),6892,הוא אלקינו,"הוּא אלהינוּ, הוּא אבינוּ, הוּא מלכּנוּ, הוּא מוֹשיענוּ,",
HT511,Hu Elokeynu (Heb),6893,הוא אלקינו,"הוּא אלהינוּ, הוּא אבינוּ, הוּא מלכּנוּ, הוּא מוֹשיענוּ,",
HT512,Hu Elokeynu (Heb),6891,הוא אלקינו,"הוּא אלהינוּ, הוּא אבינוּ, הוּא מלכּנוּ, הוּא מוֹשיענוּ,",
HT513,Hu Elokeynu (Heb),6890,הוא אלקינו,,
HT514,Hu Lo Yom Velo Layla (Heb),20810,הוּא לא יוֹם ולא לילא (יבֿרית),,
HT515,Hu Yiftakh Libeynu (Heb),6898,הוּ יפתּך לבּנוּ,הוּ יפתּך לבּנוּ בּתוֹרתוֹ וישׂם  בּלבּנוּ אהבתוֹ ויראתוֹ ויראתוֹ...,
HT516,Hudu L'adonay (Heb),6899,הודו לה',"הודו לה' קראו בּשמו הודיעו בּעמים עלילותיו שירו לו, זמרו לו",
HT517,Hulkhim Balayla (Heb),6902,הולכים בּלילה,,
HT518,Hulyet Hulyet Kinderlekh,6925,הוליעט הוליעט קינדערלעך,,
HT519,Hulyet Hulyet Kinderlekh,21060,הוליעט הוליעט קינדערלעך,"שחקו נא ילדים, כּי האביב הנה, ואני מביט בכם עמוד ומקנא,",
HT520,Huymim Tsoyakim (Heb),6946,הומים צועקים (עבֿרית),הומים צועקים צאן הקדשים תחן עורכים לרויהם.,
HT521,Hymn (Heb),6948,המנון,המלחמותּ עברו החל השקט שבו הולכים איש לדרכו,
HT522,I Called For You (Heb),6965,קראתי לך (עבֿרית),,
HT523,I Could Have Danced All Night,28418,כ'װאָלט אַ גאַנצע נאַכט געטאַנצט,,
HT524,I Like Old People Don't You (Heb),19094,זקנים זה יופי נכון (עבֿרית),,
HT525,I Will Be A Nazarite...(Heb),7000,הריני נזיר (עבֿרית),"הריני נזיר, ואת? ואמרה, אמן, מיפר את-שלה ושלו קיים.",
HT526,I'm Five (Heb),19084,בּן חמש (עבֿרית),,
HT527,I'm Hiding (Heb),19091,מחבואים (עבֿרית),,
HT528,I'm Just Fed Up (Heb),7025,פתאום נשבר לי (עבֿרית),פתאום נשבר לי כן נשבר...,
HT529,If An Egg Were Laid... (Heb),7041,ביצה שנולדה ביום טוב (עברית),"ביצה שנוגדה ביום טוב, בית שמאי אומרים, תאכל, ובית הלל...",
HT530,If I Were A Gentile Witch,18551,אעלו רק הייתי מכשפה של הגוים,,
HT531,If One Be Suspected...(Heb),7062,החשוד על השביעית (עבֿרית),החשוד על השביעית אינו חשוד על המעשרות: החשוד על המעשרות...,
HT532,If You Come To Take Me Away (Heb),7065,אם חבואו לקחת אותי,,
HT533,Ilu Tsiporim (Heb),7264,אילו צפּורים,,
HT534,Ilu Tsiporim (Heb),7265,אילו צפּורים,,
HT535,Im Avonos (Heb),7267,אם עונות (עבֿרית),אם עונות תשמר קה ה' מי יעמוד כי עמך הסליחה למאן תורה...,
HT536,Im Ba'arazim (Heb),7268,אם בּארזים,"אם בּארזים נפלא שלהבת, מא יגידו איזובי הקיר?",
HT537,Im Eshkakhekh Yerushalayim (Heb),26281,אם אשכּחך ירושלים (עבֿרית),,
HT538,Im Halayla (Heb),7272,רקדי את הקצב הזה (עבֿרית),,
HT539,Im Hupalnu (Heb),7274,אם הופּלנו,"אם הופּלנו לא נבהלנו, על כּל פּטריה ושרומה שוב נקומה,",
HT540,Im Hupalnu (Heb),7275,אם הופּלנו,"אם הופּלנו לא נבהלנו, על כּל פּטריה ושרומה שוב נקומה,",
HT541,Im Tashiv (Heb),24481,אם תשיב (עבֿרית),,
HT542,Im Yishalu (Heb),20853,אם ישאלו (עבּרית),"אם ישאלו לי, אמרו, כּי הלכתי לבקש, אחר האלקים.",
HT543,Ima Ima (Heb),20633,אמא אמא (עבֿרית),,
HT544,In Di Vagonen (Heb),7347,אין די װאַגאָנען (עבֿרית),,
HT545,In Spite (Heb),7428,למדות רצונכם,,
HT546,Instead Of An Opening Song (Heb),7466,בּמקום שיר פתיחה (עבֿרית),אם תהיתם בּלבּכם מדוע --,
HT547,Invey (Heb),7476,אנבי,,
HT548,Ish Khasid Haya (Heb),7512,איש חסיד היה,"איש חסיד היה, בּלי מזוֹן וּמחיה, בביתו עוסק מלבוש ואין בגד...",
HT549,Ish Khasid Haya (Heb),7511,איש חסיד היה,"איש חסיד היה, בּלי מזוֹן וּבלי מחיה, הוּא יצא להכשׁרה...",
HT550,Ish Khosid (Heb),7513,איש חסיד,,
HT551,Israel (Heb),7519,ישׂראל (יבֿרית),,
HT552,It Is Burning,18562,זה בּוער,,
HT553,Iti Milevanon,28602,"א
א

   אתּי מלבנון",,
HT554,Iti Milevanon,7559,"א
א

   אתּי מלבנון",,
HT555,Iti Milevanon,7558,"א
א

   אתּי מלבנון",,
HT556,Iti Milevanon,7557,"א
א

   אתּי מלבנון",,
HT557,Iti Milevanon,7556,"א
א

   אתּי מלבנון",,
HT558,Iti Milevanon,7555,"א
א

   אתּי מלבנון",,
HT559,Itsik Shpitsik (Hirsh),7566,איציק שפּיציק  (הירש),,
HT560,Ivdu Et Hashem Besimkha (Heb),7591,עבדוּ את-יהיה בּשׂמחה,עבדוּ את-יהיה בּשׂמחה בּאוּ לפניו בּרננה:,
HT561,Ivdu Et Hashem Besimkha (Heb),7589,עבדוּ את-יהיה בּשׂמחה,עבדוּ את-יהיה בּשׂמחה בּאוּ לפניו בּרננה:,
HT562,Ivdu Et Hashem Besimkha (Heb),7590,עבדוּ את-יהיה בּשׂמחה,עבדוּ את-יהיה בּשׂמחה בּאוּ לפניו בּרננה:,
HT563,Jenny (Heb),7608,ז'ני (עבֿרית),,
HT564,Jeremiah (Heb),7609,ירמיהו (עבֿרית),,
HT565,Jerusalem My Magic City (Heb),7627,ירושלים עידי הקסןמה (עבֿרית),,
HT566,Just Another Soldier (Heb),7695,חייל אופר,"אני חייל אפור, אני ממשיך לחפור, תּבוא עוד מלחמה, אני בּאדמה",
HT567,Just Imagine (Heb),19092,מה היה אילו (עבֿרית),,
HT568,K'vakoras (Heb),7705,כּבקרת,,
HT569,K'vakoras (Heb),7706,כּבקרת,,
HT570,Kabeyl Rinat Amkha (Heb),24477,קבּל רנת עמך (עבֿרית),,
HT571,Kabeyl Rinat Amkho (Heb),7709,קבּל רנת עמך (עבֿרית),"קבּל רנת עמך,",
HT572,Kad Katan (Heb),27288,כּד קטן (עבֿרית),"מעוֹז צוּר ישוּעתי, לך נאה לשׂבּה, תּכּוֹן בּית תּפלתי, ושם תּוֹדה נזבּח.",
HT573,Kadish (Ravel),25441,קדיש,יתגדל ויתקדש שמה רבּא. בּעלמא די ברא כרעוּתה.,
HT574,Kadish Veyekhats (Heb),7751,קדש וחץ (עבֿרית),,
HT575,"Kadish, Musaf (Heb)",7752,קדיש,יתגדל ויתקדש שמה רבּא. בּעלמא די ברה כרעוּתה. וימליך מלכוּתה...,
HT576,Kadsheynu (Heb),20457,קדשנו,קדשנוּ בּמצוֹתיך ותן חלקנוּ בּתורתך. שׂבּענו מטוּבך ושׂמחנוּ בּישוּעתך,
HT577,Kadsheynu (Heb),7759,קדשנו,קדשנוּ בּמצוֹתיך ותן חלקנוּ בּתורתך. שׂבּענו מטוּבך ושׂמחנוּ בּישוּעתך,
HT578,Kadsheynu (Heb),24987,קדשנו,קדשנוּ בּמצוֹתיך ותן חלקנוּ בּתורתך. שׂבּענו מטוּבך ושׂמחנוּ בּישוּעתך,
HT579,Kadsheynu (Heb),7758,קדשנו,קדשנוּ בּמצוֹתיך ותן חלקנוּ בּתורתך. שׂבּענו מטוּבך ושׂמחנוּ בּישוּעתך,
HT580,Kadsheynu (Heb),7760,קדשנו,קדשנוּ בּמצוֹתיך ותן חלקנוּ בּתורתך. שׂבּענו מטוּבך ושׂמחנוּ בּישוּעתך,
HT581,Kadsheynu (Heb),7756,קדשנו,קדשנוּ בּמצוֹתיך ותן חלקנוּ בּתורתך. שׂבּענו מטוּבך ושׂמחנוּ בּישוּעתך,
HT582,Kadsheynu (Heb),23074,קדשנו,קדשנוּ בּמצוֹתיך ותן חלקנוּ בּתורתך. שׂבּענו מטוּבך ושׂמחנוּ בּישוּעתך,
HT583,Kadsheynu (Heb),7755,קדשנו,,
HT584,Kadsheynu (Heb),7757,קדשנו,"קדשנוּ בּמצותיך ותן הלקנוּ בּתוֹרתך: שׂבּענוּ מטובך,",
HT585,Kadsheynu Bemitsvotekha (Heb),7761,קדשנו בּמצותיך (עבֿרית),,
HT586,Kakh At Libi (Heb),7768,קח את לבי,"קח את לבי הוא לא נחוץ לי נותר, אחרי שבי בגדת עליו אוותר...",
HT587,Kakh Holkhim Hashtolim (Heb),23029,כּך הוֹלכים השׁוֹתלים (עבֿרית),"כּך הוֹלכים השׁוֹתלים, רן בּלב ואת בּיד, מן העיר וּמן הכּפר,",
HT588,Kakha (Heb),7770,ככה,,
HT589,Kakha (Heb),7769,ככה,,
HT590,Kakhol Yam Hamayim (Heb),7777,כּחול ים המים (עבֿרית),"כּחל ים המים, נאוה ירוּשׁלים. אוֹרים השׁמים, על נגב וגליל.",
HT591,Kakhol Yam Hamayim (Heb),20310,כּחול ים המים (עבֿרית),,
HT592,Kakhol Yam Hamayim (Heb),7778,כּחול ים המים (עבֿרית),"כּחל ים המים, נאוה ירוּשׁלים. אוֹרים השׁמים, על נגב וגליל.",
HT593,Kama Elohay Tovat Gemaltani (Heb),22291,כּמה אלהי טובות גמלתי (עבֿרית),כּמה אלהי טובות גמלתני. שׁאל לבבי את כדלתף. גם מחוֹשׁבי דברי...,
HT594,Kan Tsipor (Heb),7815,קן לצפּר (עבֿרית),"קן לצפּר בּין העצים, וּבקן לה שׁלשׁ בּיצים.",
HT595,Kartofl-Zup Mit Shvamen (Heb),21053,קאַרטאָפֿל זופּ מיט שװאַמען (עבֿרית),"מא יש היום לארוחה! כך דן את אמא, נא לי קצת גפילטע פיש,",
HT596,Katarina Hakodosha (Heb),7837,קטרינה הקודושה,קטרינה הקודושה היה היתה בת מלך. ופעם בתפילתי שאל אותה אביה.,
HT597,Katsipor Khafshit (Heb),7845,כציפור חפשית,"כציפור חפשית ביער לא ידע ליבי כל צער, מא טוב ומה ניעם היה...",
HT598,Kayts Ekhad Shel Kusher (Heb),7863,בּשעות הקטנות של הלילה (עבֿרית),,
HT599,Kayzervald Lager (Heb),25571,מתנה קייזרוולד (קײַזערװאַלד לאַגער),,
HT600,Kebakarat Ro'eh Edro (Heb),7873,כּבּקרת רועה עדרן,,
HT601,Kefel (Heb),7886,כּפל,,
HT602,Kemekh Min Hasak (Heb),18304,קמח מן השׂק (עבֿרית),"קמח, קמח מן השׂק, שׁמן, שׁמן מן הכּד, חנכּה היוֹם.",
HT603,Kemo Ahava Reshona (Heb),19541,כּמו אהבה ראשונה (עבֿרית),,
HT604,Kemofeys Hoyisis Lerabim (Heb),7892,כּמוֹפת הייתי לרבּים (תהלים עא),"כּמוֹפת הייתי לרבֿים ואתּה מחסי-עו,",
HT605,Kenig Akhashveyresh (Heb),7899,קעניג אחשורוש (עבֿריתּ),,
HT606,Keren Ya'ar (Heb),20243,קרן יער (עבֿרית),"לו היתה לי קרן-יער, קרן-יער שלי, אז היתי בטח מריע לך...",
HT607,Kesem Al Yam Kineret (Heb),7902,קסם על ים כּנרת (עבֿרית),קסם על ים כּנרת בּשמי חתּכלת ירח שט.,
HT608,Keshinever Shtikele,7924,קעשינעװער שטיקעלע,,
HT609,Keshoshana Beyn Hakhokhim (Heb),7929,כּשוֹשמה בּין החוֹחים,"כּשוֹשנה בּין החוֹחים כּן רעיתי בּין הבּנוֹת. כּתפּוּח בּעצי היער,",
HT610,Keshoshana Beyn Hakhokhim (Heb),7931,כּשוֹשמה בּין החוֹחים,"כּשוֹשנה בּין החוֹחים כּן רעיתי בּין הבּנוֹת. כּתפּוּח בּעצי היער,",
HT611,Keshoshana Beyn Hakhokhim (Heb),7930,כּשוֹשמה בּין החוֹחים,"כּשוֹשנה בּין החוֹחים כּן רעיתי בּין הבּנוֹת. כּתפּוּח בּעצי היער,",
HT612,Ketsele Shtil (Heb),7933,קעצעלע שטיל (עבֿרית),,
HT613,Kevodo (Heb),7935,כּבוֹדוֹ (עבֿרית),"כּאידוֹ מלא עוֹלם, משרתיו שוֹאלים זה לזה איה מקוֹם כּבוֹדוֹ",
HT614,Keyl Odon (Heb),7939,א-ל אדון,,
HT615,Keyl Odon (Heb),7942,א-ל אדון,"קל אדוּן על כּל המעשים, בּרוּך וּמבוֹרך בּפי כּל הנשמה,",
HT616,Keyl Odon (Heb),20703,א-ל אדון,"קל אדוּן על כּל המעשים, בּרוּך וּמבוֹרך בּפי כּל הנשמה,",
HT617,Keyl Odon (Heb),7940,א-ל אדון,"קל אדוּן על כּל השעמים, גדלוֹ וטובוֹ מלא עוֹלם,",
HT618,Keyl Odon (Heb),7938,א-ל אדון,,
HT619,Keyl Odon (Heb),7941,א-ל אדון,"קל אדוּן על כּל המעשים, בּרוּך וּמבוֹרך בּפי כּל הנשמה,",
HT620,Keyn Un Havl (Heb),7949,קין און הבל (העברעיִש),,
HT621,Keyn Yivorekh (Heb),7951,כּן יברך (עברית),כּן יברך אותנו כּלנו יחד בבּרכה שלמה ונאמר אמן.,
HT622,Kh'vil Nisht Aza Khusn (Heb),21062,"כ'װיל נישט אַזאַ חתן (עבֿרית, מעדלי)","השדכן תהיא לי נער, ממש ילד חמד, ממש ילד חמד, אך בשם שלו...",
HT623,Khad Gadyo (Heb),20489,חד גדיא,"חד גדיא, חד גדיא, דזבּין אבּא בּתרי זוּזי, חד גדיא, חד גדיא,",
HT624,Khad Gadyo (Heb),8002,חד גדיא,"חד גדיא, חד גדיא, דזבּין אבּא בּתרי זוּזי, חד גדיא, חד גדיא,",
HT625,Khad Gadyo (Heb),30688,חד גדיא,,
HT626,Khad Gadyo (Heb),23034,חד גדיא,מה נשתּנה הלילה הזה מכּל הלילוֹת?,
HT627,Khad Gadyo (Heb),8003,חד גדיא,"חד גדיא, חד גדיא, דזבּין אבּא בּתרי זוּזי, חד גדיא, חד גדיא,",
HT628,Khad Gadyo (Heb),8001,חד גדיא,"חד גדיא, חד גדיא, דזבּין אבּא בּתרי זוּזי, חד גדיא, חד גדיא,",
HT629,Khad Gadyo (Heb),7999,חד גדיא,"חד גדיא, חד גדיא, דזבּין אבּא בּתרי זוּזי, חד גדיא, חד גדיא,",
HT630,Khad Gadyo (Heb),7998,חד גדיא,"חד גדיא, חד גדיא, דזבּין אבּא בּתרי זוּזי, חד גדיא, חד גדיא,",
HT631,Khad Gadyo (Heb),8004,חד גדיא,"חד גדיא, חד גדיא, דזבּין אבּא בּתרי זוּזי, חד גדיא, חד גדיא,",
HT632,Khad Gadyo (Heb),8000,חד גדיא,"דזבּין אבּא בּתרי זוּזי, חד גדיא,",
HT633,Khag Ha'or (Heb),8013,חג האור,,
HT634,Khag Leroa (Heb),21005,חג לרוֹעה,,
HT635,Khag Leroa (Heb),8014,חג לרוֹעה,,
HT636,Khag Shvuot Taase Lekha (Heb),23041,חג שבועת תעשׂה לך (עבֿרית),,
HT637,Khalutsim Lid (Heb),8035,חלוצים ליד (עבֿרית),,
HT638,Khamesh Shanim (Heb),8037,חמש שנים,"חמש שנים על מיכאל עברוּ בּרקוּדים. בּטל ישב מעבוֹדה, חפֿשי מלמוּדים",
HT639,Khamol Al Ma'asekho (Heb),8038,חמוֹל על מעשׂיך,"חמוֹל על מעשׂיך ותשׂמח בּמעשׂיך, ויאמרוּ לך חוֹסיך,",
HT640,Khamsinim Bamishlat (Heb),8040,חמסימים בּצשלט (עבֿרית),,
HT641,Khamsinim Bamishlat (Heb),8039,חמסימים בּצשלט (עבֿרית),,
HT642,Khamutal (Heb),8041,חמוּטל (עבֿרית),מה אוֹכלה חמוּטל? -- פּרי הגן מלא הסל. מה שׁותה חמוּטל? --,
HT643,Khanike (Heb),8055,חנוכּה (עבֿריתּ),"חנכּה, חנכּה, חג יפה כּל כּך, אוֹר חביב, מסביב, גיל לילד רך.",
