trackID,role,artist,isMainArtist
"S1096","Tenor","Sam Goldin","Yes"
"S1096","director","Israel J. Hochman","No"
"S1097","Tenor","Sam Goldin","Yes"
"S1097","director","Israel J. Hochman","No"
"S1098","Spoken","Samuel Goldenberg","Yes"
"S1098","speaker","Samuel Goldenberg","No"
"S1098","composer","Morris Rosenfeld","No"
"S1099","Spoken","Samuel Goldenberg","Yes"
"S1099","speaker","Samuel Goldenberg","No"
"S1099","composer","Morris Rosenfeld","No"
"S1100","Spoken","Samuel Goldenberg","Yes"
"S1100","speaker","Samuel Goldenberg","No"
"S1101","Spoken","Samuel Goldenberg","Yes"
"S1101","speaker","Samuel Goldenberg","No"
"S1102","Vocal","Samuel Goldenberg","Yes"
"S1102","composer","Joseph Rumshinsky","No"
"S1103","Vocal","Samuel Goldenberg","Yes"
"S1103","composer","Joseph Rumshinsky","No"
"S1104","Vocal","Samuel Goldenberg","Yes"
"S1104","composer","Alexander Olshanetsky","No"
"S1105","Vocal","Samuel Goldenberg","Yes"
"S1105","composer","Alexander Olshanetsky","No"
"S1106","Vocal","Gus Goldstein","Yes"
"S1106","piano","Edward T. King","No"
"S1107","Vocal","Gus Goldstein","Yes"
"S1107","orchestra","King's Orchestra","No"
"S1108","Vocal","Gus Goldstein","Yes"
"S1108","orchestra","King's Orchestra","No"
"S1109","Vocal","Gus Goldstein","Yes"
"S1109","orchestra","King's Orchestra","No"
"S1110","Vocal","Gus Goldstein","Yes"
"S1110","orchestra","King's Orchestra","No"
"S1111","Vocal","Gus Goldstein","Yes"
"S1111","orchestra","King's Orchestra","No"
"S1112","Vocal","Gus Goldstein","Yes"
"S1112","orchestra","King's Orchestra","No"
"S1113","Vocal","Gus Goldstein","Yes"
"S1113","orchestra","King's Orchestra","No"
"S1114","Vocal Duet","Gus Goldstein","Yes"
"S1114","Vocal Duet","Clara Gold","Yes"
"S1114","vocal","Gus Goldstein","No"
"S1114","vocal","Clara Gold","No"
"S1114","composer","Louis Friedsell","No"
"S1114","orchestra","King's Orchestra","No"
"S1115","Vocal Duet","Gus Goldstein","Yes"
"S1115","Vocal Duet","Clara Gold","Yes"
"S1115","vocal","Gus Goldstein","No"
"S1115","vocal","Clara Gold","No"
"S1115","composer","Louis Friedsell","No"
"S1115","orchestra","King's Orchestra","No"
"S1116","Vocal","Gus Goldstein","Yes"
"S1116","orchestra","King's Orchestra","No"
"S1117","Vocal","Gus Goldstein","Yes"
"S1117","orchestra","King's Orchestra","No"
"S1118","Vocal","Gus Goldstein","Yes"
"S1118","orchestra","King's Orchestra","No"
"S1119","Vocal","Gus Goldstein","Yes"
"S1119","orchestra","King's Orchestra","No"
"S1120","Vocal","Gus Goldstein","Yes"
"S1120","orchestra","King's Orchestra","No"
"S1121","Vocal","Gus Goldstein","Yes"
"S1121","orchestra","King's Orchestra","No"
"S1122","Vocal","Gus Goldstein","Yes"
"S1122","composer","Gus Goldstein","No"
"S1122","orchestra","King's Orchestra","No"
"S1123","Vocal","Gus Goldstein","Yes"
"S1123","composer","Gus Goldstein","No"
"S1123","orchestra","King's Orchestra","No"
"S1124","Vocal","Gus Goldstein","Yes"
"S1124","composer","Gus Goldstein","No"
"S1124","orchestra","King's Orchestra","No"
"S1125","Vocal","Gus Goldstein","Yes"
"S1125","composer","Gus Goldstein","No"
"S1125","orchestra","King's Orchestra","No"
"S1126","Vocal","Gus Goldstein","Yes"
"S1126","composer","David Meyerowitz","No"
"S1126","composer","Louis Friedsell","No"
"S1126","orchestra","King's Orchestra","No"
"S1127","Vocal","Gus Goldstein","Yes"
"S1127","composer","David Meyerowitz","No"
"S1127","composer","Louis Friedsell","No"
"S1127","orchestra","King's Orchestra","No"
"S1128","Vocal","Gus Goldstein","Yes"
"S1128","composer","E. Ray Goetz","No"
"S1128","composer","Joe Young","No"
"S1128","composer","Pete Wendling","No"
"S1128","arranger","E.J. Evans","No"
"S1128","orchestra","King's Orchestra","No"
"S1129","Vocal","Gus Goldstein","Yes"
"S1129","composer","Louis Gilrod","No"
"S1129","orchestra","King's Orchestra","No"
"S1130","Vocal","Gus Goldstein","Yes"
"S1130","composer","Gus Goldstein","No"
"S1130","orchestra","King's Orchestra","No"
"S1131","Vocal","Gus Goldstein","Yes"
"S1131","composer","David Meyerowitz","No"
"S1131","composer","Louis Friedsell","No"
"S1131","orchestra","King's Orchestra","No"
"S1132","Vocal","Gus Goldstein","Yes"
"S1132","composer","Louis Gilrod","No"
"S1132","orchestra","King's Orchestra","No"
"S1133","Vocal","Gus Goldstein","Yes"
"S1133","composer","Gus Goldstein","No"
"S1133","orchestra","King's Orchestra","No"
"S1134","Vocal Duet","Gus Goldstein","Yes"
"S1134","Vocal Duet","Clara Gold","Yes"
"S1134","vocal","Gus Goldstein","No"
"S1134","vocal","Clara Gold","No"
"S1134","composer","Louis Friedsell","No"
"S1134","orchestra","King's Orchestra","No"
"S1135","Vocal Duet","Gus Goldstein","Yes"
"S1135","Vocal Duet","Clara Gold","Yes"
"S1135","vocal","Gus Goldstein","No"
"S1135","vocal","Clara Gold","No"
"S1135","composer","Spiwack","No"
"S1135","orchestra","King's Orchestra","No"
"S1136","Vocal Quartet and Orchestra","Gus Goldstein","Yes"
"S1136","vocal quartet","Telebende Quartet","No"
"S1136","leader","Gus Goldstein","No"
"S1136","composer","Isidore Lillian","No"
"S1136","so","T. Foline","No"
"S1136","alt","Clara Gold","No"
"S1136","ten","Mittelman","No"
"S1136","bar","Gus Goldstein","No"
"S1136","orchestra","King's Orchestra","No"
"S1137","Vocal Quartet and Orchestra","Gus Goldstein","Yes"
"S1137","vocal quartet","Telebende Quartet","No"
"S1137","leader","Gus Goldstein","No"
"S1137","composer","Spivak","No"
"S1137","so","T. Foline","No"
"S1137","alt","Clara Gold","No"
"S1137","ten","Mittelman","No"
"S1137","bar","Gus Goldstein","No"
"S1137","orchestra","King's Orchestra","No"
"S1138","Vocal Quartet and Orchestra","Gus Goldstein","Yes"
"S1138","vocal quartet","Telebende Quartet","No"
"S1138","leader","Gus Goldstein","No"
"S1138","composer","Joseph Brody","No"
"S1138","composer","Sigmund Moguleski","No"
"S1138","so","T. Poline","No"
"S1138","alt","Clara Gold","No"
"S1138","ten","Mittelman","No"
"S1138","bar","Gus Goldstein","No"
"S1138","orchestra","King's Orchestra","No"
"S1139","Vocal Quartet and Orchestra","Gus Goldstein","Yes"
"S1139","vocal quartet","Telebende Quartet","No"
"S1139","leader","Gus Goldstein","No"
"S1139","composer","Joseph Brody","No"
"S1139","composer","Sigmund Moguleski","No"
"S1139","so","T. Poline","No"
"S1139","alt","Clara Gold","No"
"S1139","ten","Mittelman","No"
"S1139","bar","Gus Goldstein","No"
"S1139","orchestra","King's Orchestra","No"
"S1140","Vocal Duet","Gus Goldstein","Yes"
"S1140","Vocal Duet","Clara Gold","Yes"
"S1140","vocal","Gus Goldstein","No"
"S1140","vocal","Clara Gold","No"
"S1141","Vocal Duet","Gus Goldstein","Yes"
"S1141","Vocal Duet","Clara Gold","Yes"
"S1141","vocal","Gus Goldstein","No"
"S1141","vocal","Clara Gold","No"
"S1142","Vocal Duet","Gus Goldstein","Yes"
"S1142","Vocal Duet","Clara Gold","Yes"
"S1142","vocal","Gus Goldstein","No"
"S1142","vocal","Clara Gold","No"
"S1143","Vocal Duet","Gus Goldstein","Yes"
"S1143","Vocal Duet","Clara Gold","Yes"
"S1143","vocal","Gus Goldstein","No"
"S1143","vocal","Clara Gold","No"
"S1144","Vocal","Gus Goldstein","Yes"
"S1145","Vocal Duet","Gus Goldstein","Yes"
"S1145","Vocal Duet","Clara Gold","Yes"
"S1145","vocal","Gus Goldstein","No"
"S1145","vocal","Clara Gold","No"
"S1146","Vocal Duet","Gus Goldstein","Yes"
"S1146","Vocal Duet","Clara Gold","Yes"
"S1146","vocal","Gus Goldstein","No"
"S1146","vocal","Clara Gold","No"
"S1147","Vocal","Gus Goldstein","Yes"
"S1148","Vocal","Gus Goldstein","Yes"
"S1149","Vocal","Gus Goldstein","Yes"
"S1150","Vocal","Gus Goldstein","Yes"
"S1151","Vocal","Gus Goldstein","Yes"
"S1152","Vocal","Gus Goldstein","Yes"
"S1153","Vocal","Gus Goldstein","Yes"
"S1154","Vocal","Gus Goldstein","Yes"
"S1155","Vocal","Gus Goldstein","Yes"
"S1156","Vocal","Gus Goldstein","Yes"
"S1157","Vocal","Gus Goldstein","Yes"
"S1158","Vocal","Gus Goldstein","Yes"
"S1159","Vocal","Gus Goldstein","Yes"
"S1160","Vocal Duet","Gus Goldstein","Yes"
"S1160","Vocal Duet","Clara Gold","Yes"
"S1160","vocal","Gus Goldstein","No"
"S1160","vocal","Clara Gold","No"
"S1160","director","Israel J. Hochman","No"
"S1161","Vocal Duet","Gus Goldstein","Yes"
"S1161","Vocal Duet","Clara Gold","Yes"
"S1161","vocal","Gus Goldstein","No"
"S1161","vocal","Clara Gold","No"
"S1161","director","Israel J. Hochman","No"
"S1162","Vocal Duet","Gus Goldstein","Yes"
"S1162","Vocal Duet","Clara Gold","Yes"
"S1162","vocal","Gus Goldstein","No"
"S1162","vocal","Clara Gold","No"
"S1163","Vocal Duet","Gus Goldstein","Yes"
"S1163","Vocal Duet","Clara Gold","Yes"
"S1163","vocal","Gus Goldstein","No"
"S1163","vocal","Clara Gold","No"
"S1164","Vocal","Gus Goldstein","Yes"
"S1164","director","Louis Friedsell","No"
"S1165","Vocal","Gus Goldstein","Yes"
"S1165","composer","Rubin Doctor","No"
"S1165","director","Louis Friedsell","No"
"S1166","Vocal","Gus Goldstein","Yes"
"S1167","Vocal","Gus Goldstein","Yes"
"S1167","composer","Gus Goldstein","No"
"S1168","Vocal","Gus Goldstein","Yes"
"S1169","Vocal","Gus Goldstein","Yes"
"S1169","composer","Gus Goldstein","No"
"S1170","Vocal Duet","Gus Goldstein","Yes"
"S1170","Vocal Duet","Clara Gold","Yes"
"S1170","vocal","Gus Goldstein","No"
"S1170","vocal","Clara Gold","No"
"S1171","Vocal Duet","Gus Goldstein","Yes"
"S1171","Vocal Duet","Clara Gold","Yes"
"S1171","vocal","Gus Goldstein","No"
"S1171","vocal","Clara Gold","No"
"S1172","Vocal Duet","Gus Goldstein","Yes"
"S1172","Vocal Duet","Clara Gold","Yes"
"S1172","vocal","Gus Goldstein","No"
"S1172","vocal","Clara Gold","No"
"S1173","Vocal Duet","Gus Goldstein","Yes"
"S1173","Vocal Duet","Clara Gold","Yes"
"S1173","vocal","Gus Goldstein","No"
"S1173","vocal","Clara Gold","No"
"S1174","Vocal Duet","Gus Goldstein","Yes"
"S1174","Vocal Duet","Clara Gold","Yes"
"S1174","vocal","Gus Goldstein","No"
"S1174","vocal","Clara Gold","No"
"S1175","Vocal Duet","Gus Goldstein","Yes"
"S1175","Vocal Duet","Clara Gold","Yes"
"S1175","vocal","Gus Goldstein","No"
"S1175","vocal","Clara Gold","No"
"S1176","Vocal Duet","Gus Goldstein","Yes"
"S1176","Vocal Duet","Clara Gold","Yes"
"S1176","vocal","Gus Goldstein","No"
"S1176","vocal","Clara Gold","No"
"S1177","Vocal Duet","Gus Goldstein","Yes"
"S1177","Vocal Duet","Clara Gold","Yes"
"S1177","vocal","Gus Goldstein","No"
"S1177","vocal","Clara Gold","No"
"S1178","Vocal Duet","Gus Goldstein","Yes"
"S1178","Vocal Duet","Clara Gold","Yes"
"S1178","vocal","Gus Goldstein","No"
"S1178","vocal","Clara Gold","No"
"S1179","Vocal Duet","Gus Goldstein","Yes"
"S1179","Vocal Duet","Clara Gold","Yes"
"S1179","vocal","Gus Goldstein","No"
"S1179","vocal","Clara Gold","No"
"S1180","Vocal Duet","Gus Goldstein","Yes"
"S1180","Vocal Duet","Clara Gold","Yes"
"S1180","vocal","Gus Goldstein","No"
"S1180","vocal","Clara Gold","No"
"S1181","Vocal","Gus Goldstein","Yes"
"S1182","Vocal Duet","Gus Goldstein","Yes"
"S1182","Vocal Duet","Clara Gold","Yes"
"S1182","vocal","Gus Goldstein","No"
"S1182","vocal","Clara Gold","No"
"S1182","director","Israel J. Hochman","No"
"S1183","Vocal Duet","Gus Goldstein","Yes"
"S1183","Vocal Duet","Clara Gold","Yes"
"S1183","vocal","Gus Goldstein","No"
"S1183","vocal","Clara Gold","No"
"S1183","director","Israel J. Hochman","No"
"S1184","Vocal Duet","Gus Goldstein","Yes"
"S1184","Vocal Duet","Clara Gold","Yes"
"S1184","vocal","Gus Goldstein","No"
"S1184","vocal","Clara Gold","No"
"S1184","director","Israel J. Hochman","No"
"S1185","Vocal Duet","Gus Goldstein","Yes"
"S1185","Vocal Duet","Clara Gold","Yes"
"S1185","vocal","Gus Goldstein","No"
"S1185","vocal","Clara Gold","No"
"S1185","director","Israel J. Hochman","No"
"S1186","Vocal Duet","Gus Goldstein","Yes"
"S1186","Vocal Duet","Clara Gold","Yes"
"S1186","vocal","Gus Goldstein","No"
"S1186","vocal","Clara Gold","No"
"S1186","director","Israel J. Hochman","No"
"S1187","Vocal Duet","Gus Goldstein","Yes"
"S1187","Vocal Duet","Clara Gold","Yes"
"S1187","vocal","Gus Goldstein","No"
"S1187","vocal","Clara Gold","No"
"S1187","director","Israel J. Hochman","No"
"S1188","Vocal Duet","Gus Goldstein","Yes"
"S1188","Vocal Duet","Clara Gold","Yes"
"S1188","vocal","Gus Goldstein","No"
"S1188","vocal","Clara Gold","No"
"S1188","director","Israel J. Hochman","No"
"S1189","Vocal Duet","Gus Goldstein","Yes"
"S1189","Vocal Duet","Clara Gold","Yes"
"S1189","vocal","Gus Goldstein","No"
"S1189","vocal","Clara Gold","No"
"S1189","director","Israel J. Hochman","No"
"S1190","Vocal Duet","Gus Goldstein","Yes"
"S1190","Vocal Duet","Clara Gold","Yes"
"S1190","vocal","Gus Goldstein","No"
"S1190","vocal","Clara Gold","No"
"S1190","director","Israel J. Hochman","No"
"S1191","Vocal Duet","Gus Goldstein","Yes"
"S1191","Vocal Duet","Clara Gold","Yes"
"S1191","vocal","Gus Goldstein","No"
"S1191","vocal","Clara Gold","No"
"S1192","Vocal Duet","Gus Goldstein","Yes"
"S1192","Vocal Duet","Clara Gold","Yes"
"S1192","vocal","Gus Goldstein","No"
"S1192","vocal","Clara Gold","No"
"S1193","Vocal Duet","Gus Goldstein","Yes"
"S1193","Vocal Duet","Clara Gold","Yes"
"S1193","vocal","Gus Goldstein","No"
"S1193","vocal","Clara Gold","No"
"S1194","Vocal Duet","Gus Goldstein","Yes"
"S1194","Vocal Duet","Clara Gold","Yes"
"S1194","vocal","Gus Goldstein","No"
"S1194","vocal","Clara Gold","No"
"S1195","Vocal Duet","Gus Goldstein","Yes"
"S1195","Vocal Duet","Clara Gold","Yes"
"S1195","vocal","Gus Goldstein","No"
"S1195","vocal","Clara Gold","No"
"S1196","Vocal Duet","Gus Goldstein","Yes"
"S1196","Vocal Duet","Clara Gold","Yes"
"S1196","vocal","Gus Goldstein","No"
"S1196","vocal","Clara Gold","No"
"S1197","Vocal Duet","Gus Goldstein","Yes"
"S1197","Vocal Duet","Clara Gold","Yes"
"S1197","vocal","Gus Goldstein","No"
"S1197","vocal","Clara Gold","No"
"S1198","Vocal Duet","Gus Goldstein","Yes"
"S1198","Vocal Duet","Clara Gold","Yes"
"S1198","vocal","Gus Goldstein","No"
"S1198","vocal","Clara Gold","No"
"S1199","Vocal Duet","Gus Goldstein","Yes"
"S1199","Vocal Duet","Clara Gold","Yes"
"S1199","vocal","Gus Goldstein","No"
"S1199","vocal","Clara Gold","No"
"S1200","Vocal Duet","Gus Goldstein","Yes"
"S1200","Vocal Duet","Clara Gold","Yes"
"S1200","vocal","Gus Goldstein","No"
"S1200","vocal","Clara Gold","No"
"S1201","Vocal","Gus Goldstein","Yes"
"S1202","Vocal","Gus Goldstein","Yes"
"S1203","Vocal Duet","Gus Goldstein","Yes"
"S1203","Vocal Duet","Clara Gold","Yes"
"S1203","clarinet","Naftule Brandwein","No"
"S1203","vocal","Gus Goldstein","No"
"S1203","vocal","Clara Gold","No"
"S1204","Vocal Duet","Gus Goldstein","Yes"
"S1204","Vocal Duet","Clara Gold","Yes"
"S1204","clarinet","Naftule Brandwein","No"
"S1204","vocal","Gus Goldstein","No"
"S1204","vocal","Clara Gold","No"
"S1205","Vocal Duet","Gus Goldstein","Yes"
"S1205","Vocal Duet","Clara Gold","Yes"
"S1205","vocal","Gus Goldstein","No"
"S1205","vocal","Clara Gold","No"
"S1206","Vocal Duet","Gus Goldstein","Yes"
"S1206","Vocal Duet","Clara Gold","Yes"
"S1206","vocal","Gus Goldstein","No"
"S1206","vocal","Clara Gold","No"
"S1207","Vocal Duet","Gus Goldstein","Yes"
"S1207","Vocal Duet","Clara Gold","Yes"
"S1207","composer","Gus Goldstein","No"
"S1207","vocal","Gus Goldstein","No"
"S1207","vocal","Clara Gold","No"
"S1208","Vocal Duet","Gus Goldstein","Yes"
"S1208","Vocal Duet","Clara Gold","Yes"
"S1208","composer","Gus Goldstein","No"
"S1208","vocal","Gus Goldstein","No"
"S1208","vocal","Clara Gold","No"
"S1209","Vocal Duet","Gus Goldstein","Yes"
"S1209","Vocal Duet","Clara Gold","Yes"
"S1209","vocal","Gus Goldstein","No"
"S1209","vocal","Clara Gold","No"
"S1210","Vocal Duet","Gus Goldstein","Yes"
"S1210","Vocal Duet","Clara Gold","Yes"
"S1210","vocal","Gus Goldstein","No"
"S1210","vocal","Clara Gold","No"
"S1211","Vocal","Gus Goldstein","Yes"
"S1212","Vocal","Gus Goldstein","Yes"
"S1213","Vocal Duet","Gus Goldstein","Yes"
"S1213","Vocal Duet","Clara Gold","Yes"
"S1213","vocal","Gus Goldstein","No"
"S1213","vocal","Clara Gold","No"
"S1214","Vocal Duet","Gus Goldstein","Yes"
"S1214","Vocal Duet","Clara Gold","Yes"
"S1214","vocal","Gus Goldstein","No"
"S1214","vocal","Clara Gold","No"
"S1215","Vocal Duet","Gus Goldstein","Yes"
"S1215","Vocal Duet","Clara Gold","Yes"
"S1215","vocal","Gus Goldstein","No"
"S1215","vocal","Clara Gold","No"
"S1216","Vocal Duet","Gus Goldstein","Yes"
"S1216","Vocal Duet","Clara Gold","Yes"
"S1216","vocal","Gus Goldstein","No"
"S1216","vocal","Clara Gold","No"
"S1217","Vocal Duet","Gus Goldstein","Yes"
"S1217","Vocal Duet","Clara Gold","Yes"
"S1217","vocal","Gus Goldstein","No"
"S1217","vocal","Clara Gold","No"
"S1218","Vocal Duet","Gus Goldstein","Yes"
"S1218","Vocal Duet","Clara Gold","Yes"
"S1218","vocal","Gus Goldstein","No"
"S1218","vocal","Clara Gold","No"
"S1219","Vocal Duet","Gus Goldstein","Yes"
"S1219","Vocal Duet","Clara Gold","Yes"
"S1219","vocal","Gus Goldstein","No"
"S1219","vocal","Clara Gold","No"
"S1220","Vocal Duet","Gus Goldstein","Yes"
"S1220","Vocal Duet","Clara Gold","Yes"
"S1220","vocal","Gus Goldstein","No"
"S1220","vocal","Clara Gold","No"
"S1221","Vocal","Gus Goldstein","Yes"
"S1221","composer","Gus Goldstein","No"
"S1222","Vocal","Gus Goldstein","Yes"
"S1222","composer","Gus Goldstein","No"
"S1223","Vocal Duet","Gus Goldstein","Yes"
"S1223","Vocal Duet","Alex Lifschutz","Yes"
"S1223","vocal","Gus Goldstein","No"
"S1223","vocal","Alex Lifschutz","No"
"S1224","Vocal Duet","Gus Goldstein","Yes"
"S1224","Vocal Duet","Alex Lifschutz","Yes"
"S1224","vocal","Gus Goldstein","No"
"S1224","vocal","Alex Lifschutz","No"
"S1225","Vocal Duet","Gus Goldstein","Yes"
"S1225","Vocal Duet","Jay Goldstein","Yes"
"S1225","vocal","Jay Goldstein","No"
"S1225","vocal","Gus Goldstein","No"
"S1225","director","Ted Levy","No"
"S1226","Vocal Duet","Gus Goldstein","Yes"
"S1226","Vocal Duet","Jay Goldstein","Yes"
"S1226","vocal","Jay Goldstein","No"
"S1226","vocal","Gus Goldstein","No"
"S1226","director","Ted Levy","No"
"S1227","Vocal Duet","Gus Goldstein","Yes"
"S1227","Vocal Duet","Jay Goldstein","Yes"
"S1227","vocal","Jay Goldstein","No"
"S1227","vocal","Gus Goldstein","No"
"S1227","composer","Mr. Gallagher","No"
"S1227","composer","Mr. Shean","No"
"S1228","Vocal Duet","Gus Goldstein","Yes"
"S1228","Vocal Duet","Jay Goldstein","Yes"
"S1228","vocal","Jay Goldstein","No"
"S1228","vocal","Gus Goldstein","No"
"S1228","composer","Mr. Gallagher","No"
"S1228","composer","Mr. Shean","No"
"S1229","Vocal Duet","Gus Goldstein","Yes"
"S1229","Vocal Duet","Alex Lifschutz","Yes"
"S1229","vocal","Gus Goldstein","No"
"S1229","vocal","Alex Lifschutz","No"
"S1229","composer","Jack Mills","No"
"S1230","Vocal Duet","Gus Goldstein","Yes"
"S1230","Vocal Duet","Alex Lifschutz","Yes"
"S1230","vocal","Gus Goldstein","No"
"S1230","vocal","Alex Lifschutz","No"
"S1230","composer","Jack Mills","No"
"S1231","Vocal","Gus Goldstein","Yes"
"S1231","Vocal","Clara Gold","Yes"
"S1231","composer","Gus Goldstein","No"
"S1232","Vocal","Gus Goldstein","Yes"
"S1232","Vocal","Clara Gold","Yes"
"S1232","composer","Gus Goldstein","No"
"S1233","Vocal and ?","Gus Goldstein","Yes"
"S1233","vocal","Gus Goldstein","No"
"S1233","composer","Joseph Rumshinsky","No"
"S1234","Vocal and ?","Gus Goldstein","Yes"
"S1234","vocal","Gus Goldstein","No"
"S1234","composer","Rubin Doctor","No"
"S1235","Vocal and ?","Gus Goldstein","Yes"
"S1235","vocal","Gus Goldstein","No"
"S1236","Vocal and ?","Gus Goldstein","Yes"
"S1236","vocal","Gus Goldstein","No"
"S1237","Vocal","Gus Goldstein","Yes"
"S1237","composer","Gus Goldstein","No"
"S1237","director","Nathaniel Shilkret","No"
"S1238","Vocal Duet","Gus Goldstein","Yes"
"S1238","Vocal Duet","Clara Gold","Yes"
"S1238","Vocal Duet","Benjamin Schoenfeld","Yes"
"S1238","vocal","Gus Goldstein","No"
"S1238","vocal","Clara Gold","No"
"S1238","composer","Gus Goldstein","No"
"S1238","director","Nathaniel Shilkret","No"
"S1239","Vocal","Gus Goldstein","Yes"
"S1239","director","Nathaniel Shilkret","No"
"S1240","Vocal","Gus Goldstein","Yes"
"S1240","composer","Gus Goldstein","No"
"S1240","composer","Rubin Doctor","No"
"S1240","director","Nathaniel Shilkret","No"
"S1241","Vocal Duet","Gus Goldstein","Yes"
"S1241","Vocal Duet","Clara Gold","Yes"
"S1241","vocal","Gus Goldstein","No"
"S1241","vocal","Clara Gold","No"
"S1241","composer","Frank Silver","No"
"S1241","composer","Irving Cohn","No"
"S1242","Spoken Duet","Gus Goldstein","Yes"
"S1242","Spoken Duet","Clara Gold","Yes"
"S1242","vocal","Gus Goldstein","No"
"S1242","vocal","Clara Gold","No"
"S1242","composer","Gus Goldstein","No"
"S1243","Vocal","Gus Goldstein","Yes"
"S1243","composer","Gus Goldstein","No"
"S1243","composer","Rubin Doctor","No"
"S1243","director","Nathaniel Shilkret","No"
"S1244","Vocal","Gus Goldstein","Yes"
"S1244","composer","Gus Goldstein","No"
"S1244","composer","Irving Cohn","No"
"S1245","Vocal","Gus Goldstein","Yes"
"S1245","composer","Gus Goldstein","No"
"S1246","Vocal","Gus Goldstein","Yes"
"S1246","composer","Gus Goldstein","No"
"S1247","Vocal Duet","Gus Goldstein","Yes"
"S1247","Vocal Duet","Anna Hoffman","Yes"
"S1247","vocal","Gus Goldstein","No"
"S1247","vocal","Anna Hoffman","No"
"S1248","Vocal Duet","Gus Goldstein","Yes"
"S1248","Vocal Duet","Anna Hoffman","Yes"
"S1248","vocal","Gus Goldstein","No"
"S1248","vocal","Anna Hoffman","No"
"S1249","Vocal","Gus Goldstein","Yes"
"S1249","composer","Gus Goldstein","No"
"S1249","director","Nathaniel Shilkret","No"
"S1249","soprano","Sarah Filler","No"
"S1250","Vocal","Gus Goldstein","Yes"
"S1250","composer","Gus Goldstein","No"
"S1250","director","Nathaniel Shilkret","No"
"S1250","soprano","Sarah Filler","No"
"S1251","Vocal","Gus Goldstein","Yes"
"S1251","composer","Gus Goldstein","No"
"S1251","director","Nathaniel Shilkret","No"
"S1251","soprano","Sarah Filler","No"
"S1252","Vocal","Gus Goldstein","Yes"
"S1252","composer","Gus Goldstein","No"
"S1252","director","Nathaniel Shilkret","No"
"S1252","soprano","Sarah Filler","No"
"S1253","Vocal","Gus Goldstein","Yes"
"S1253","composer","Gus Goldstein","No"
"S1253","director","Leroy Shield","No"
"S1253","chorus","Anna Hoffman","No"
"S1253","chorus","A. Hart","No"
"S1253","chorus","Alfredo Cibelli","No"
"S1254","Spoken Duet","Gus Goldstein","Yes"
"S1254","Spoken Duet","Jacob Jacobs","Yes"
"S1254","vocal","Gus Goldstein","No"
"S1254","vocal","Jacob Jacobs","No"
"S1254","composer","Gus Goldstein","No"
"S1255","Spoken Duet","Gus Goldstein","Yes"
"S1255","Spoken Duet","Jacob Jacobs","Yes"
"S1255","vocal","Gus Goldstein","No"
"S1255","vocal","Jacob Jacobs","No"
"S1255","composer","Gus Goldstein","No"
"S1256","Vocal","Gus Goldstein","Yes"
"S1256","composer","Gus Goldstein","No"
"S1256","director","Charles Prince","No"
"S1257","Vocal","Gus Goldstein","Yes"
"S1257","composer","Morris Rund","No"
"S1257","director","Charles Prince","No"
"S1258","Vocal","Gus Goldstein","Yes"
"S1258","composer","Gus Goldstein","No"
"S1258","director","Leroy Shield","No"
"S1259","Vocal","Gus Goldstein","Yes"
"S1259","composer","Morris Rund","No"
"S1259","director","Leroy Shield","No"
"S1260","Vocal","Gus Goldstein","Yes"
"S1260","composer","Gus Goldstein","No"
"S1260","director","Leroy Shield","No"
"S1261","Vocal","Gus Goldstein","Yes"
"S1261","composer","Gus Goldstein","No"
"S1261","director","Leroy Shield","No"
"S1262","Vocal","Gus Goldstein","Yes"
"S1262","director","Nathaniel Shilkret","No"
"S1263","Spoken Duet","Gus Goldstein","Yes"
"S1263","Spoken Duet","Jacob Jacobs","Yes"
"S1263","vocal","Gus Goldstein","No"
"S1263","vocal","Jacob Jacobs","No"
"S1263","composer","Gus Goldstein","No"
"S1263","composer","Louis Gilrod","No"
"S1264","Spoken Duet","Gus Goldstein","Yes"
"S1264","Spoken Duet","Jacob Jacobs","Yes"
"S1264","vocal","Gus Goldstein","No"
"S1264","vocal","Jacob Jacobs","No"
"S1264","composer","Gus Goldstein","No"
"S1264","composer","Louis Gilrod","No"
"S1265","Spoken Duet","Gus Goldstein","Yes"
"S1265","Spoken Duet","Jacob Jacobs","Yes"
"S1265","vocal","Gus Goldstein","No"
"S1265","vocal","Jacob Jacobs","No"
"S1265","composer","Gus Goldstein","No"
"S1265","composer","Louis Gilrod","No"
"S1266","Spoken Duet","Gus Goldstein","Yes"
"S1266","Spoken Duet","Jacob Jacobs","Yes"
"S1266","vocal","Gus Goldstein","No"
"S1266","vocal","Jacob Jacobs","No"
"S1266","composer","Gus Goldstein","No"
"S1266","composer","Louis Gilrod","No"
"S1267","Vocal","Gus Goldstein","Yes"
"S1268","Vocal","Gus Goldstein","Yes"
"S1269","Vocal Duet","Gus Goldstein","Yes"
"S1269","Vocal Duet","Clara Gold","Yes"
"S1269","vocal","Gus Goldstein","No"
"S1269","vocal","Clara Gold","No"
"S1269","composer","Gus Goldstein","No"
"S1270","Vocal Duet","Gus Goldstein","Yes"
"S1270","Vocal Duet","Clara Gold","Yes"
"S1270","vocal","Gus Goldstein","No"
"S1270","vocal","Clara Gold","No"
"S1270","composer","Gus Goldstein","No"
"S1271","Vocal","Gus Goldstein","Yes"
"S1271","composer","Gus Goldstein","No"
"S1271","director","Rosario Bourdon","No"
"S1272","Vocal","Gus Goldstein","Yes"
