21394,Das Peckele,1901-3,1901,
21395,Der Pusick,1901-3,1901,
21396,Koenig Lear,1901-3,1901,
21397,Das Pastuchel,1901-3,1901,
21398,Ch'sidem,1901-3,1901,
21399,Das Goldene Land,1901-3,1901,
21400,Das Poiliche Jingel,1901-3,1901,
21401,Ein Gelechter,1901-3,1901,
21402,Das Beimele,1901-3,1901,
21403,A Harbe Schaille,1901-3,1901,
21404,Ein Groben Jung: Hamavdel,1901-3,1901,
21405,Kol Nidre,1901-3,1901,
21406,Malkes,1901-3,1901,
21407,Dem Rebens Chochmes,1901-3,1901,"Ed 12111, 12113, 1219i and 12192 are remakes of earlier records by WILLIAM DORY"
21408,Tahne Nit Von Titus,11/1923,1923,
21409,Tahne Nit Von Titus,11/1923,1923,
21410,Gedenk Gedenk,11/1923,1923,
21411,Gedenk Gedenk,11/1923,1923,
21412,Nur Ein Boy,11/1923,1923,
21413,Nur Ein Boy,11/1923,1923,
21414,"Elieser's Kinderlied, von ''Akedas Izchok''",11/1923,1923,
21415,"Elieser's Kinderlied, von ''Akedas Izchok''",11/1923,1923,
21416,"Das Zifferblatt, von ''Chochmes Nuschem''",11/1923,1923,
21417,"Das Zifferblatt, von ''Chochmes Nuschem''",11/1923,1923,
21418,"Menner, Menner, von ''Bais Duwed''",11/1923,1923,
21419,"Menner, Menner, von ''Bais Duwed''",11/1923,1923,
21420,Chorben Kishineff,11/1923,1923,
21421,Chorben Kishineff,11/1923,1923,
21422,Upgeklapte Hoischane,11/1923,1923,
21423,Upgeklapte Hoischane,11/1923,1923,
21424,"Fantasi Lied, von ''Ben Hador''",11/1923,1923,
21425,"Fantasi Lied, von ''Ben Hador''",11/1923,1923,
21426,Das Depeschele Mit Schofer Blusen,11/1923,1923,
21427,Das Depeschele Mit Schofer Blusen,11/1923,1923,
21428,Weisusu Von Achaschweirosch,1/1904,1904,
21429,Weisusu Von Achaschweirosch,1/1904,1904,
21430,"Kabet Es Owichu, von ''Bais Duwed''",1/1904,1904,
21431,"Kabet Es Owichu, von ''Bais Duwed''",1/1904,1904,
21432,Lichajem,1/1904,1904,
21433,Lichajem,1/1904,1904,
21434,Vatter Lied,1/1904,1904,
21435,Vatter Lied,1/1904,1904,
21436,Sholem Aleichem,4/1/1904,1904,FRAU PEPI LITTMAN's recording of ''Schulem Eleichem'' was also issued on Co A562
21437,Sholem Aleichem,4/1/1904,1904,
21438,Blimele: Mein Hamizer,6/2/1904,1904,
21439,Blimele: Mein Hamizer,6/2/1904,1904,
21440,Das Poilische Jungel,6/2/1904,1904,
21441,Das Poilische Jungel,6/2/1904,1904,
21442,Blimele: Das Pastuchil,6/2/1904,1904,
21443,Blimele: Das Pastuchil,6/2/1904,1904,
21444,Koenig Lear: Al Tiru Avdi Jankew,6/2/1904,1904,
21445,Koenig Lear: Al Tiru Avdi Jankew,6/2/1904,1904,
21446,Die Lustige Chassidim,6/2/1904,1904,
21447,Die Lustige Chassidim,6/2/1904,1904,
21448,Kol Nidre,6/2/1904,1904,
21449,Kol Nidre,6/2/1904,1904,
21450,Gott Un Sein Mishpet Is Gerecht,2/1905,1905,
21451,(M 39) Gott Un Sein Mishpet Is Gerecht,2/1905,1905,
21452,"Isrulik, Kim A Heim",2/1905,1905,
21453,"Isrulik, Kim A Heim",2/1905,1905,
21454,Somer Bel Nacht Auf Di Decher,2/1905,1905,
21455,Somer Bel Nacht Auf Di Decher,2/1905,1905,
21456,Chasine Huben,2/1905,1905,
21457,Americunu,2/1905,1905,
21458,Gott In Sein Mishpot In Gerecht,3/1905,1905,
21459,Jsrulik Kim A Heim,3/1905,1905,
21460,Der Kadish Von Schive Bucher,3/1905,1905,
21461,Eli Eli Von Broche,3/1905,1905,
21462,Das Toirele,3/1905,1905,
21463,A Gutte Nacht,3/1905,1905,American 030753 as HERRN SEIDEN
21464,Chusen Kalle Besingen,3/1905,1905,
21465,Die Cholerie,3/1905,1905,
21466,Die Lansleit,3/1905,1905,
21467,Der Loksh,3/1905,1905,
21468,"Kabeid Es Ovicho, from ''Beis Dovoid''",3/1905,1905,
21469,Sheine Natasha,3/1927,1927,
21470,Ich Bin A Bocher In Die Yohren,3/1927,1927,
21471,Vsio Shto Billo (All That Has Passed),7/19/1927,1927,In Russian
21472,Sredie Ljesov I Polia (Among The Fields And Forests),7/19/1927,1927,In Russian
21473,Tchupchik (Village Sheik) (Peasant Chic),7/19/1927,1927,In Russian
21474,Nalei Bokal (Fill The Goblet),7/19/1927,1927,In Russian
21475,In Der Alter Heim (In The Old Home),12/12/1928,1928,
21476,Beim Volga Breg (At The Volga Fair),12/12/1928,1928,
21477,M'nashe,7/19/1928,1928,
21478,A Chazon Oif Proba (Cantor For A Trial),11/13/1928,1928,
21479,Der Neir Al-Chet (The New Sins),11/13/1928,1928,
21480,A Chazonos Of Probe- Pt.1,1/16/1929,1929,
21481,A Chazonos Of Probe- Pt.2,1/16/1929,1929,
21482,Ulfi Chatuenu (Ato Yozarto) (Our Sins),2/20/1929,1929,
21483,B'rosh Hashonoh (New Years Prayer),7/10/1929,1929,
21484,Av Orachamim,7/10/1929,1929,
21485,Weuofraim,5/28/1917,1917,
21486,Vishomru,6/8/1917,1917,
21487,Zur Israel,11/26/1918,1918,
21488,Abein Yakir Li,11/26/1918,1918,
21489,Rezei Vimnuchosano,2/26/1919,1919,
21490,Vishomru,2/26/1919,1919,
21491,Vhoer Eineinu,2/26/1919,1919,
21492,Zur Israel,4/10/1919,1919,
21493,Abein Yakir Li,4/10/1919,1919,
21494,Rezei Vimnuchosano,4/10/1919,1919,
21495,Va-Ho-Fanim,4/10/1919,1919,
21496,Rezei Vimnuchosano,1/15/1920,1920,
21497,Sefiroh,1/15/1920,1920,
21498,Birchas Kohanim,1/15/1920,1920,
21499,Eliue Hanowi,7/1921,1921,
21500,Horachmon,7/1921,1921,
21501,Die Greene Moid,1/1928,1928,
21502,Avreimel,1/1928,1928,
21503,Al Hatzadikim,8/1920,1920,
21504,Tanio,8/1920,1920,
21505,Omar Rabbi Eleazar,8/1920,1920,
21506,Iehi Sholem Becheilich,8/1920,1920,
21507,Birchas Kohanim,1920-1,1920,
21508,Haben Yakir Li,1920-1,1920,
21509,Leolom Yhei Odom-Pt. 1,7/1921,1921,
21510,Leolom Yhei Odom-Pt. 2,7/1921,1921,
21511,La Juive: Rachel,8/1921,1921,
21512,The Pearl Fishers: Romanza,8/1921,1921,
21513,L'eil Orech Din,9/1921,1921,
21514,Kodosh Ato,10/1921,1921,
21515,Tikanto Shabos,10/1921,1921,
21516,Y'hi Rotzon,11/1921,1921,
21517,Reboni Shel Oilom,2/1922,1922,
21518,Ashri,2/1922,1922,"Cantor Josef Shlisky Of Congregation Torathe Moshe, Bronx, N.Y."
21519,Kol Nidre,9/5/1923,1923,
21520,Tanjo Omar Rabi Chanino,9/5/1923,1923,
21521,Uvo Lei Zion,9/5/1923,1923,
21522,Kol Adonoi Yecholeil Ayolois,9/6/1923,1923,
21523,Urmakhalois,9/6/1923,1923,
21524,Hashkiveinu,9/6/1923,1923,
21525,Refueinu (Heal Me. Oh God!),10/28/1924,1924,
21526,Ono Bohoach (Thou Art Mighty),10/28/1924,1924,
21527,Av Horachmin (Merciful Father),1/26/1926,1926,
21528,Rezei (Be Merciful),1/26/1926,1926,
21529,Mizmor Ledovid (The Lord Is My Shepherd),2/24/1926,1926,
21530,Hineni Heoni Miemas (Here I Stand Before Thee),2/24/1926,1926,
21531,Berash Hashono (On The First Day Of The Year),7/18/1927,1927,
21532,Uv Yom Hashabos (On The Sabbath Day) (Two Little Lambs),7/18/1927,1927,
21533,Sonny Boy,11/13/1928,1928,
21534,Shloimko Sharlatan (Solomon The Drunkard),11/13/1928,1928,
21535,A Korben Fin Liebe (A Victim Of Love),3/4/1930,1930,
21536,Narishe Tates (Crazy Daddies),3/4/1930,1930,
21537,Proskever Bulgar,4/16/1924,1924,
21538,Berditchever Frehlechs,4/16/1924,1924,
21539,Mit Der Kalle Tanzen-Wedding Dance,4/16/1924,1924,
21540,Yidishe Doine-Jewish Eastern Melody,4/16/1924,1924,Global Village 101 uses matrix 13041
21541,Ta Keyas (The Blowing Of The Ram's Horn)-Hebrew Chant,1/20/1928,1928,
21542,Haig Dumas (Rabbi 's Prayer)-Hebrew Chant,1/20/1928,1928,
21543,Aesatyan Gossen Naegen (Jewish Street Melody),1/20/1928,1928,
21544,Galician Frehlechs,1/20/1928,1928,
21545,Proshchalny (Farewell)-March,4/5/1928,1928,"Br 59053 as RUSSKY NARODNY ORKESTR, 60056 as POLSKA ORKIESTRA NARODOWA"
21546,Olga-Vals,4/5/1928,1928,"Br 59053 as RUSSKY NARODNY ORKESTR, 60056 as POLSKA ORKIESTRA NARODOWA"
21547,Wesola (Gay Times)-Polka,4/5/1928,1928,
21548,Gizi-Polski Mazur,4/5/1928,1928,
21549,Zapfenstreich (Revery Dream)-Phantasy,10/18/1928,1928,
21550,Mechitunem Fihren (Wedding Guests)-Phantasy,10/18/1928,1928,
21551,Czortkow'er Chusid (The Rabbi 's Adherer)-Freilachs,10/18/1928,1928,
21552,Freilacher (Jol ly)-Bulgar,10/18/1928,1928,
21553,Dus Postichel,1/15/1929,1929,
21554,Dus Gesong Fin Zion,1/15/1929,1929,
21555,Chertskivver Rebins Chazune (Wedding Of The Shordkover Rabbi ),1/15/1929,1929,
21556,Dem Rebens Tanz (The Rabbi 's Dance),1/15/1929,1929,
21557,Besaraber Vulach (Besarabia Dance),1/15/1929,1929,
21558,Bulgarish (Bulgarian Dance),1/15/1929,1929,
21559,A Knaker On A Nun,3/1905,1905,
21560,Shlogn Kapores,3/1905,1905,
21561,Zey Vus Gleybn Veysn Nisht Un Zey Vus Veysen Gleybn Nisht,3/1905,1905,
21562,"Vi An Ort, Shtipt A Yid Arein",3/1905,1905,
21563,A Makeh Af Dir,3/1905,1905,
21564,Rasva Tree,6/12/1916,1916,
21565,"Mine Kalle (My Bride) , from ''Benjamin The Soldier''",7/12/1916,1916,
21566,"Gott Vart Lang N Sult Get (God Waits Long And Pays Good) , from ""Unzera Kinder'' (Our Children)",7/12/1916,1916,
21567,"Lebe Die Freiheit (Long Live Freedom)-Patriotic Song, from ''Soul To Shame''",7/13/1916,1916,
21568,"Dus Fichele (The Fish)-Patriotic Song, from ''Soul To Shame''",7/13/1916,1916,
21569,"Back From War, from ''Soul To Shame''",7/13/1916,1916,
21570,Naches Fon Kinder (Happiness Of Children),7/13/1916,1916,
21571,"Back From War, from ..Soul To Shame''",7/26/1916,1916,
21572,"Mutter Zion (Motherland), from ''Sol Israel''",7/26/1916,1916,
21573,"Un A Kind (Without A Child), from ''Sacrifice Of Isaac''",7/26/1916,1916,
21574,Heim Zise Heim (Home Sweet Home)-Patriotic Song,7/26/1916,1916,
21575,"Mine Kalle (My Bride) , from ''Benjamin The Soldier''",7/27/1916,1916,
21576,"Lebe Die Freiheit (Long Live Freedom)-Patriotic Song, from ''Soul To Shame''",7/27/1916,1916,
21577,"For Jener Zeit Jan (From Across The Ocean), from ''The World Of Tears''",7/27/1916,1916,
21578,"Dus Fischele (The Fish)-Patriotic Song, from ''Soul To Shame''",10/2/1916,1916,
21579,Naches Fon Kinder (Happiness Of Children),10/2/1916,1916,
21580,"Un A Kind (Without A Child), from ''Sacrifice Of Isaac''",10/2/1916,1916,
21581,Heim Zise Heim (Home Sweet Home)-Patriotic Song,10/2/1916,1916,
21582,Ohn A Kind,3/1905,1916,
21583,Der Yiddisher Yakahula Hickadula,3/1905,1916,with Rose Silbert
21584,Chava Hot Gechapt A Nash,3/1905,1916,with Rose Silbert
21585,A Zeen Is Die Velt,3/1905,1916,
21586,Tzurik Fun Milchume,3/1905,1916,
21587,Die Neshomeh Fun Isroel,3/1905,1916,
21588,Es Lebe Die Fraiheit,3/1905,1916,
21589,A Brief Fin 1916,3/1905,1916,
21590,A Mama,3/1905,1916,
21591,Frieden,3/1917,1917,
21592,Mit Geld Tur Men Nit Shtolziren ,3/1917,1917,
21593,Fun Kinder Naches ,3/1905,1917,
21594,A Tateniu ,3/1905,1917,
21595,"Tate, Mame Zindegt Nit ",10/1917,1917,
21596,In Unzer Eigen Land ,10/1917,1917,
21597,Es Iz Nisht Dos Ershte Mol ,10/1917,1917,
21598,Gott Shik Dein Yeshueh ,10/1917,1917,
21599,Ich Bin A Boarder Bei Mein Weib,4/1923,1923,
21600,Der Schneiderl ,4/1923,1923,
21601,Liebes Shmerzen ,4/1923,1923,
21602,Dudky Brat ,4/1923,1923,
21603,Foié Verde De Tulpiná ,3/21/1912,1912,in Roumanian
21604,Mesterul Manola ,3/21/1912,1912,in Roumanian
21605,La Fontana ,3/21/1912,1912,in Roumanian
21606,CiCoanue Nemorocit ,3/21/1912,1912,in Roumanian
21607,Ice,5/25/1914,1914,
21608,Der Teufel ,5/25/1914,1914,
21609,Fregt Mich Becherem ,5/25/1914,1914,
21610,Nikoleike Ligt In Kimpet ,5/25/1914,1914,
21611,Men Shart Gold In America ,5/25/1914,1914,
21612,Noch A Bisel ,5/25/1914,1914,
21613,In Honig Land,5/25/1914,1914,
21614,Der Tzadik Gehit In Triater ,1917,1917,
21615,Kalmen Shadchen Un Suzi Bren ,1917,1917,
21616,Der Lodgen President ,1917,1917,
21617,Der Sadegerer Chusid Koift A Columbia Phonograph ,1917,1917,
21618,Vaber,11/26/1917,1917,
21619,Registration,5/1919,1919,
21620,Der Pedler ,5/1919,1919,
21621,Gimpel Und Shapsy ,5/1919,1919,
21622,Chaim Aizik Aher Geh ,5/1919,1919,
21623,Der Alter Tate ,6/1919,1919,As M. Wachtel; has also been reported with matrices 85400 and 85401
21624,"Shabse, Aher Geh ",6/1919,1919,
21625,Charlie The Bookeeper ,6/1919,1919,
21626,Die Babe Buncie Und Cipre Bundel ,6/1919,1919,As M. Wachtel; has also been reported with matrices 85400 and 85401
21627,Babe Bunce Un Cipre Bundel In Shul,1918-20,1918,With Sadie Wachtel
21628,Kalmen Shadchen An Sadie Flam,1918-20,1918,With Sadie Wachtel
21629,Der Rebe In Theater,1918-20,1918,With Sadie Wachtel
21630,Der Alte Tate,1918-20,1918,With Sadie Wachtel
21631,Das Fishele ,1918-20,1918,
21632,Aheim Kajn Jerishulajim ,1918-20,1918,
21633,Der Chulem ,1918-20,1918,as JOE LIEBERMAN
21634,Wenn Mushiach Wet Kumen,1918-20,1918,as JOE LIEBERMAN
21635,Die Mitzwoh ,1918-20,1918,
21636,Shoshanas Jakov ,1918-20,1918,
21637,Gloib Zu Dein Alten Gott ,1918-20,1918,
21638,Die Yiddishe Trojke ,1918-20,1918,
21639,Gedenk As Du Bist A Yid ,1918-20,1918,
21640,Der Pathé Fonograf,1918-20,1918,With Sadie Wachtel
21641,Registration,1918-20,1918,With Sadie Wachtel
21642,Das Zerbrochene Herz,1918-20,1918,With Sadie Wachtel
21643,Schmerke Und Berke,1918-20,1918,With Sadie Wachtel
21644,Der Pedler ,1918-20,1918,With Sadie Wachtel
21645,Der Hofmusikant,1918-20,1918,
21646,Rosinkes Mit Mandlen ,1918-20,1918,
21647,Der Rebe Eliah Melech ,1918-20,1918,
21648,Chad Gadioh ,1918-20,1918,
21649,Dos Bintel Brief ,1918-20,1918,
21650,Epes Noch ,1918-20,1918,
21651,Ech Dank Dir Gerechter ,1918-20,1918,
21652,Tate Mamenio ,1918-20,1918,
21653,Mir Kumen Zum Reben Gefohren ,1918-20,1918,
21654,Chaim Aizik Aher Geh! ,1918-20,1918,With Sadie Wachtel
21655,Schapse Gojlom Un Gimpel Dronk,1918-20,1918,With Link
21656,Gimpel Dronk Un Chapse Gojlem,1918-20,1918,With Link
21657,Chaim Aizik Aher Geh ,7/1920,1920,
21658,Der Pedler ,7/1920,1920,
21659,Columbus Mit Sein Goldene Land ,10/1920,1920,
21660,Bisness In America ,10/1920,1920,
21661,Prohibition,12/1920,1920,
21662,Registration,12/1920,1920,
21663,A Salesman Fun Patent Medicine ,12/1920,1920,
21664,Der Peddler ,12/1920,1920,
21665,Bris Mileh,2/1921,1921,
21666,Die Fier Kashes,2/1921,1921,
21667,Die Zwei Kuni Lemels,5/1921,1921,
21668,Dem Chazen Heren,5/1921,1921,with Cantor M. Schapiro 
21669,Fish Oif Shabbos,5/1921,1921,
21670,Der Italianer,5/1921,1921,
21671,Shema Jisroel (Hear O Israel),6/8/1921,1921,
21672,Zigeklehbt,6/8/1921,1921,
21673,Der Ez-Hadas (The Apple Of Eve),6/20/1921,1921,
21674,Der Pedler,7/6/1921,1921,
21675,Der Telegraf,7/6/1921,1921,
21676,Prohibyshen (Prohibition0,7/13/1921,1921,
21677,König Lear Als Border (King Lear As A Boarder),7/13/1921,1921,
21678,Bris-Mile,7/20/1921,1921,
21679,Der Yiddisher Kenig Lear,9/1921,1921,Co E9084 as SAM SILVERBUSH-SADIE WACHTEL
21680,Yente Cholemt Fun A Luft-Shif,9/1921,1921,
21681,Gewald Es Brent,9/1921,1921,
21682,Koenig Lear,8/1921,1921,
21683,Koenig Lear Als Border,8/1921,1921,
21684,Berke Und Serke,4/1905,1921,
21685,Dem Rebbin's Nisim,4/1905,1921,
21686,Der Griener Janitor,2/10/1922,1922,
21687,The Rehearsal Of King Lear,2/10/1922,1922,
21688,Gestorben Of Shpas (The Mock Death),3/6/1922,1922,
21689,Die Imigranten,4/1922,1922,
21690,Ellis Island,4/1922,1922,
21691,Der Americaner Rebbe,4/1922,1922,
21692,Der Man Fun Yenem Velt,4/1922,1922,
21693,"Ellis Island, Oder Dos Treren Inzel",5/1922,1922,
21694,Die Immigranten,5/1922,1922,
21695,Barney Der Butcher,11/20/1922,1922,
21696,Der Doktor's Operation Room,11/20/1922,1922,
21697,Barney Der Butcher,12/1922,1922,
21698,Beim Professor,12/1922,1922,
21699,Geshtorben Auf Shpas,1922-3,1922,
21700,Der Pawn Shop,1922-3,1922,
21701,Dos Groise Gevins,1922-3,1922,
21702,Die Frehliche Yidelach,1922-3,1922,
21703,A Bar-Mitzveh Drosheh ,6/1923,1923,
21704,Yente Telebende Koift A Record ,7/9/1923,1923,
21705,Der Griner Janitor,7/9/1923,1923,
21706,El Tashlichenu,7/13/1923,1923,with his company
21707,Die Balmicwe (The Confirmation),7/13/1923,1923,with his company
21708,A Chazan Auf Der Elter,1/1924,1924,
21709,Der Dibbuk,1/1924,1924,
21710,Yente Telebende,4/1905,1924,
21711,Der Chasen Auf Der Elter (The Old Cantor),4/9/1924,1924,
21712,Der Dibek,4/9/1924,1924,
21713,In Coney Island,3/5/1928,1928,
21714,Der Pastech In Die Kieh (The Rancher And The Cow),3/5/1928,1928,
21715,Hoishanes (The Prayer Of The Palms),3/5/1928,1928,with Sadie Wachtel
21716,A Geburtstag (Birthday Party),3/5/1928,1928,with Sadie Wachtel
21717,Tkias Shofer,late 1900s,1909,
21718,Hakofes,late 1900s,1909,
21719,Dermont Amol Der Mamen,6/17/1912,1912,
21720,"Yusemel, Yusomele",6/17/1912,1912,
21721,Wen Doo Veinst,6/17/1912,1912,
21722,Ich Ferges,6/17/1912,1912,
21723,Business In America,6/18/1912,1912,
21724,Das Leben Fin A Frau,3/1905,1917,
21725,Der Volf In Das Shefele,3/1905,1917,
21726,"Eili, Eili, Lomo Azavtoni, from ''Brucha''","6/2,7/1910",1910,
21727,"Dus Fertriebene Teibele, from ''Ben-Ami''","6/2,7/1910",1910,"Dus Fertriebene Teibele'' was also issued in 1911 as Edison U, a four-minute cylinder in a special premium series."
21728,Ich Benk A Heim,6/14/1910,1910,
21729,Dus Fertriebene Teibele,6/14/1910,1910,
21730,A Brievele Der Kale,6/14/1910,1910,
21731,Das Pintele Yid,6/14/1910,1910,
21732,Wejiten L'cho,6/14/1910,1910,
21733,Die Toire,6/14/1910,1910,
21734,Die New Yorker Treren,6/14/1910,1910,
21735,"Eili, Eili",6/15/1910,1910,
21736,In Fremden Land,6/15/1910,1910,
21737,Dos Yiddish Herz,6/15/1910,1910,
21738,Mit Fertzig Yohr Tzurick,11/1928,1928,
21739,Ich Dank Dir Gott Vos Ich Hob Dos Nit,11/1928,1928,
21740,Tahne Nit,3/1905,1904,
21741,Die Border,3/1905,1904,
21742,Dem Rebens Chochmes,3/1905,1904,
21743,A Waib,3/1905,1904,
21744,Shicker Lied,3/1905,1904,
21745,Die Juden In Brazilien: Das Despeshele,3/1905,1904,
21746,Jetzias Mizraim (Teibele),3/1905,1904,
21747,Die Glesele Mashke,3/1905,1904,
21748,Die Zwei Tanoim: Bist Mein Matone,3/1905,1904,
21749,Kol Nidrey,3/1905,1904,
21750,"Schlof Lied, Lu-lu-lu",3/1905,1904,
21751,Die Nachtigel Von Jerusholaim: Das Yudel,3/1905,1904,
21752,Die Zwei Tanoim: Zu Sogen Is A Shand,3/1905,1904,
21753,Sheivet Jehudo: Awade,3/1905,1904,
21754,Santa Pier: Er Hot Gelacht,3/1905,1904,
21755,America: Zu Gefellen Menner,3/1905,1904,
21756,Sholem Aleichem,3/1905,1904,
21757,A Glesele Wein,1904,1904,
21758,A Wald,1904,1904,
21759,Die Borders,1904,1904,
21760,Depeschele,1904,1904,
21761,Gott Un Sein Mishpot Is Gerecht,1904,1904,
21762,Mein Matone,1904,1904,
21763,Mein Zawoie,1904,1904,
21764,Die Menner,1904,1904,
21765,Sholem Aleichem,1904,1904,
21766,A Yidish Chupe,1904,1904,
21767,Kol Nidre,1904,1904,
21768,Hatikvoh,1904,1904,
21769,Malkes,1904,1904,
21770,Donkey Monkey Business,4/1905,1905,
21771,A Dank Fun Yeder,3/1905,1905,
21772,Edelstadt's ''Zanoe'',3/1905,1905,
21773,Shmendrik's Besetzins,3/1905,1905,
21774,Kale Besetzins,3/1905,1905,
21775,Das Pastuchil Fun Palestina,3/1905,1905,
21776,Malkes,3/1905,1905,
21777,Fritog Of Der Nacht,3/1905,1905,
21778,Summer Beinacht Of Die Decher,3/1905,1905,
21779,Isrolick Kum Aheim,3/1905,1905,
21780,Das Depeshele,3/1905,1905,
21781,Chane,3/1905,1905,
21782,Dem Rebins Chochmes,3/1905,1905,
21783,Die Lustige Chasidim,3/1905,1905,
21784,Die Chasideshe Loterei,3/1905,1905,
21785,Untern Neim Brick,3/1905,1905,
21786,Die Seider Nacht,3/1905,1905,
21787,"Chave, fun ''Dem Antlofenem Soldat'' ",3/1905,1905,
21788,Freg Nit Kein Ketchanes ,3/1905,1905,
21789,Der Man Mit Der Nodel Un The Sher ,3/1905,1905,
21790,Country Pleasure ,3/1905,1905,
21791,Berke Kum Zu Dein Serke ,3/1905,1905,
21792,Der Trust ,3/1905,1905,
21793,Eishes Chail ,3/1905,1905,
21794,Shnorske Business ,3/1905,1905,
21795,Tanzt Brider Tanzt ,3/1905,1905,
21796,Der Shames ,3/1905,1905,
21797,Shprinzes Licht Bentshen ,3/1905,1905,
21798,Das Pastuchil Fun Palestina ,12/1905,1905,
21799,Freitag Auf Der Nacht ,12/1905,1905,Vi 65255 and 65256 as SOLOMON SMALL
21800,Gott Un Sein Mischpot Is Gerecht ,12/1905,1905,Vi 65255 and 65256 as SOLOMON SMALL
21801,Isrulik Kum A Heim ,12/1905,1905,Vi 65255 and 65256 as SOLOMON SMALL
21802,Die Seider Nacht ,12/1905,1905,Vi 65255 and 65256 as SOLOMON SMALL
21803,Der Trust ,12/1905,1905,
21804,Freg Nit Kein Katschanes ,12/1905,1905,Vi 63938 as SCHULEWITCH
21805,Der Schames ,1/1906,1906,Vi 63938 as SCHMULWITCH
21806,Eishes Chail ,1/1906,1906,
21807,Die Trehren ,1/1906,1906,
21808,A Jeseime Besetzins                                    ,1906,1906,
21809,"Uptown, Downtown, fun “Biznen Man”",1906,1906,
21810,Reb Yidl Gibt Gelt,1906,1906,
21811,Die Matbeie,1906,1906,
21812,"Luft, Luft",1906,1906,
21813,Ihr Sait Noch a Griner,1906,1906,
21814,Treren Lieder ,1906,1906,
21815,Es Is Geven Amol Geven,1906,1906,
21816,Leshono Toivo,1906,1906,
21817,"Aher, Aher",1906,1906,
21818,Ich Lach,1906,1906,
21819,Man Darf Nit Sein Fershlofen,1906,1906,
21820,Pleasure,1906,1906,
21821,Freitog Of Der Nacht,9/9/1906 and 9/20/1906,1906,
21822,Summer Bei Nacht Of De Decher,9/9/1906 and 9/20/1906,1906,
21823,"Donki Monki Bisnes, fun “Die Griner Kinder”",9/9/1906 and 9/20/1906,1906,
21824,Ot Asai Achmeistmen Juden,9/9/1906 and 9/20/1906,1906,
21825,Besetsains,9/9/1906 and 9/20/1906,1906,
21826,Der Pastuchil Fun Palestine-Patriotisches Lied,9/9/1906 and 9/20/1906,1906,
21827,Pleasure,6/1907,1907,
21828,Col Israel Chaverim,6/1907,1907,
21829,"Das Idishe Hartz Trauert Nach Ihr, Herz (The Jewish Heart Mourns You, Herzl) ",3/1905,1907,
21830,Fon Plehwe,3/1905,1907,
21831,Auf Jener Seit (On That Side),3/1905,1907,
21832,Freitag Auf Der Nacht,3/1905,1907,
21833,Die Seder Nacht ( Easter Night),3/1905,1907,
21834,Wajzoso,3/1905,1907,
21835,Mensch Sei Nit Zu Viel Chochom (Don´t Try To Be Too Smart),3/1905,1907,
21836,Tanzt Brider Tanzt,9/11/1907-9/12/1907,1907,
21837,"Weiber, Weiber",9/11/1907-9/12/1907,1907,
21838,In Dem Is Shildig Nur Mein Nus,9/11/1907-9/12/1907,1907,
21839,Schabes Halten,9/11/1907-9/12/1907,1907,
21840,Das Yidische Herz,9/11/1907-9/12/1907,1907,
21841,Sol Meins Ibergehn,9/11/1907-9/12/1907,1907,
21842,I´m All Right,5/12/1908 and 5/19/1908,1908,
21843,Das Kiduschin Ring,5/12/1908 and 5/19/1908,1908,
21844,"Wart A Kappele, from “Ben Ami”",5/12/1908 and 5/19/1908,1908,
21845,"Dus Ferdil, from “Ben Ami”",5/12/1908 and 5/19/1908,1908,
21846,A Brivele Der Mamen,5/12/1908 and 5/19/1908,1908,
21847,Die Schulosch Regolim,5/12/1908 and 5/19/1908,1908,
21848,A Brivele Von Der Mame,11/30/1908,1908,
21849,Wart A Kappele,11/30/1908,1908,
21850,Dus Fertriebene Teibele,11/30/1908,1908,
21851,Yhi Ohr,11/30/1908,1908,
21852,A Mensch Sol Men Sein,11/30/1908,1908,
21853,Schlaf Lied-Romance,11/30/1908,1908,
21854,Schemen Megt Ihr Sicht ,12/2/1908,1908,
21855,Der Einig Schabes,12/2/1908,1908,
21856,A Kaddisch Der Mame-Pt. 2 ,12/2/1908,1908,
21857,Dor Yiddische Hertz,12/2/1908,1908,
21858,A Nasch (Der Broke),12/2/1908,1908,
21859,Die Blumenkrentze,6/23/1910,1910,
21860,Shtoist Zich On,6/23/1910,1910,
21861,Menschele Sei Nit Genart,6/23/1910,1910,
21862,Sog Gottenu Alein,6/23/1910,1910,
21863,Das Thilem'l,6/24/1910,1910,
21864,Das Kiduschen Ring,6/24/1910,1910,
21865,Das Yiddisches Kind,6/24/1910,1910,
21866,Oi Is Dos A Mame ,6/24/1910,1910,
21867,Sprinzes Licht Bentschen,6/27/1910,1910,
21868,Ayisojme Beszens,6/27/1910,1910,
21869,Zu Der Chupe Vetsere,6/27/1910,1910,
21870,Besezens Fon Die Emigranted,6/27/1910,1910,
21871,A Casuno Chupa,6/27/1910,1910,
21872,Schmendrixs Besezens,6/27/1910,1910,
21873,Zu Der Chupe Vetshere,"7/7/1910, 7/8/1910, and 7/11/1910",1910,
21874,Sprinzes Licht Bentschen,"7/7/1910, 7/8/1910, and 7/11/1910",1910,
21875,Shtoist Zich On,"7/7/1910, 7/8/1910, and 7/11/1910",1910,
21876,"Oi, Is Dos A Mame","7/7/1910, 7/8/1910, and 7/11/1910",1910,
21877,"Luft, Luft, Luft","7/7/1910, 7/8/1910, and 7/11/1910",1910,
